id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV5.405 Load 8;LV5.405 Bus 100;H0-G;0.007;0.0028;0.0075;LV5.405;7
LV5.405 Load 4;LV5.405 Bus 40;H0-C;0.004;0.0016;0.0043;LV5.405;7
LV5.405 Load 73;LV5.405 Bus 85;H0-C;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 47;LV5.405 Bus 8;H0-B;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 62;LV5.405 Bus 67;H0-L;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 40;LV5.405 Bus 18;H0-L;0.007;0.0028;0.0075;LV5.405;7
LV5.405 Load 94;LV5.405 Bus 38;G1-C;0.007;0.0028;0.0075;LV5.405;7
LV5.405 Load 9;LV5.405 Bus 65;H0-B;0.001;0.0004;0.0011;LV5.405;7
LV5.405 Load 75;LV5.405 Bus 90;H0-G;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 50;LV5.405 Bus 44;H0-G;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 6;LV5.405 Bus 87;H0-G;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 99;LV5.405 Bus 111;G3-A;0.0249;0.0098;0.0268;LV5.405;7
LV5.405 Load 100;LV5.405 Bus 108;H0-C;0.004;0.0016;0.0043;LV5.405;7
LV5.405 Load 101;LV5.405 Bus 109;H0-C;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 102;LV5.405 Bus 110;H0-B;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 103;LV5.405 Bus 112;H0-G;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 104;LV5.405 Bus 113;H0-A;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 105;LV5.405 Bus 86;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 106;LV5.405 Bus 47;Soil_Alternative_2;0.002;0.0008;0.0022;LV5.405;7
LV5.405 Load 107;LV5.405 Bus 68;Soil_Alternative_2;0.004;0.0016;0.0043;LV5.405;7
LV5.405 Load 108;LV5.405 Bus 109;Air_Alternative_2;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 109;LV5.405 Bus 101;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 110;LV5.405 Bus 30;HLS_C_3.7;0.0037;0.0015;0.004;LV5.405;7
LV5.405 Load 111;LV5.405 Bus 11;APLS_B_11.0;0.011;0.0043;0.0118;LV5.405;7
LV5.405 Load 112;LV5.405 Bus 11;Air_Alternative_2;0.003;0.0012;0.0032;LV5.405;7
LV5.405 Load 113;LV5.405 Bus 67;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 114;LV5.405 Bus 68;HLS_B_3.7;0.0037;0.0015;0.004;LV5.405;7
LV5.405 Load 115;LV5.405 Bus 26;Air_Alternative_2;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 116;LV5.405 Bus 9;APLS_B_3.7;0.0037;0.0015;0.004;LV5.405;7
LV5.405 Load 117;LV5.405 Bus 70;Air_Parallel_2;0.005;0.002;0.0054;LV5.405;7
LV5.405 Load 118;LV5.405 Bus 63;HLS_B_3.7;0.0037;0.0015;0.004;LV5.405;7
LV5.406 Load 48;LV5.406 Bus 32;H0-L;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 74;LV5.406 Bus 25;H0-C;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 25;LV5.406 Bus 10;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 10;LV5.406 Bus 97;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 38;LV5.406 Bus 30;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 36;LV5.406 Bus 21;G6-A;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 16;LV5.406 Bus 70;G6-A;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 64;LV5.406 Bus 81;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 67;LV5.406 Bus 26;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 61;LV5.406 Bus 50;H0-B;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 96;LV5.406 Bus 20;H0-L;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 42;LV5.406 Bus 56;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 58;LV5.406 Bus 2;H0-A;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 81;LV5.406 Bus 5;H0-B;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 55;LV5.406 Bus 49;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 41;LV5.406 Bus 57;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 69;LV5.406 Bus 33;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 85;LV5.406 Bus 62;H0-B;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 86;LV5.406 Bus 42;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 83;LV5.406 Bus 39;H0-A;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 97;LV5.406 Bus 51;H0-L;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 3;LV5.406 Bus 92;H0-B;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 77;LV5.406 Bus 14;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 30;LV5.406 Bus 17;H0-G;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 54;LV5.406 Bus 31;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 39;LV5.406 Bus 35;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 11;LV5.406 Bus 27;H0-G;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 88;LV5.406 Bus 9;H0-G;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 59;LV5.406 Bus 54;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 71;LV5.406 Bus 93;H0-A;0.012;0.0047;0.0129;LV5.406;7
LV5.406 Load 80;LV5.406 Bus 95;H0-G;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 52;LV5.406 Bus 53;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 34;LV5.406 Bus 61;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 63;LV5.406 Bus 29;H0-B;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 57;LV5.406 Bus 45;G3-A;0.009;0.0035;0.0097;LV5.406;7
LV5.406 Load 19;LV5.406 Bus 60;G3-A;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 95;LV5.406 Bus 34;H0-G;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 28;LV5.406 Bus 84;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 98;LV5.406 Bus 107;H0-A;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 65;LV5.406 Bus 11;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 90;LV5.406 Bus 37;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 78;LV5.406 Bus 48;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 35;LV5.406 Bus 52;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 7;LV5.406 Bus 1;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 2;LV5.406 Bus 68;H0-L;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 72;LV5.406 Bus 94;G4-B;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 32;LV5.406 Bus 104;G3-A;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 23;LV5.406 Bus 7;H0-A;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 29;LV5.406 Bus 64;H0-B;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 43;LV5.406 Bus 16;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 76;LV5.406 Bus 71;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 5;LV5.406 Bus 23;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 18;LV5.406 Bus 55;H0-C;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 87;LV5.406 Bus 75;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 66;LV5.406 Bus 58;H0-L;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 27;LV5.406 Bus 15;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 46;LV5.406 Bus 46;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 53;LV5.406 Bus 88;G1-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 17;LV5.406 Bus 13;H0-A;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 79;LV5.406 Bus 28;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 91;LV5.406 Bus 47;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 24;LV5.406 Bus 91;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 51;LV5.406 Bus 80;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 60;LV5.406 Bus 98;H0-L;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 14;LV5.406 Bus 83;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 31;LV5.406 Bus 3;H0-L;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 93;LV5.406 Bus 6;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 12;LV5.406 Bus 103;H0-L;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 26;LV5.406 Bus 69;H0-G;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 1;LV5.406 Bus 63;H0-C;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 45;LV5.406 Bus 101;H0-L;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 92;LV5.406 Bus 102;H0-L;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 56;LV5.406 Bus 99;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 20;LV5.406 Bus 86;H0-A;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 15;LV5.406 Bus 105;H0-L;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 70;LV5.406 Bus 24;H0-G;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 37;LV5.406 Bus 96;H0-G;0.008;0.0031;0.0086;LV5.406;7
LV5.406 Load 84;LV5.406 Bus 66;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 21;LV5.406 Bus 4;G6-A;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 68;LV5.406 Bus 22;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 22;LV5.406 Bus 89;G3-A;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 89;LV5.406 Bus 106;H0-G;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 33;LV5.406 Bus 12;H0-A;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 82;LV5.406 Bus 36;H0-B;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 13;LV5.406 Bus 82;G5-A;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 49;LV5.406 Bus 79;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 44;LV5.406 Bus 59;H0-B;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 8;LV5.406 Bus 100;H0-G;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 4;LV5.406 Bus 40;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 73;LV5.406 Bus 85;H0-C;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 47;LV5.406 Bus 8;H0-B;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 62;LV5.406 Bus 67;H0-L;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 40;LV5.406 Bus 18;H0-L;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 94;LV5.406 Bus 38;G1-C;0.007;0.0028;0.0075;LV5.406;7
LV5.406 Load 9;LV5.406 Bus 65;H0-B;0.001;0.0004;0.0011;LV5.406;7
LV5.406 Load 75;LV5.406 Bus 90;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 50;LV5.406 Bus 44;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 6;LV5.406 Bus 87;H0-G;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 99;LV5.406 Bus 111;G3-A;0.0249;0.0098;0.0268;LV5.406;7
LV5.406 Load 100;LV5.406 Bus 108;H0-C;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 101;LV5.406 Bus 109;H0-C;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 102;LV5.406 Bus 110;H0-B;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 103;LV5.406 Bus 112;H0-G;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 104;LV5.406 Bus 113;H0-A;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 105;LV5.406 Bus 86;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 106;LV5.406 Bus 47;Soil_Alternative_2;0.002;0.0008;0.0022;LV5.406;7
LV5.406 Load 107;LV5.406 Bus 68;Soil_Alternative_2;0.004;0.0016;0.0043;LV5.406;7
LV5.406 Load 108;LV5.406 Bus 109;Air_Alternative_2;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 109;LV5.406 Bus 101;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 110;LV5.406 Bus 30;HLS_C_3.7;0.0037;0.0015;0.004;LV5.406;7
LV5.406 Load 111;LV5.406 Bus 11;APLS_B_11.0;0.011;0.0043;0.0118;LV5.406;7
LV5.406 Load 112;LV5.406 Bus 11;Air_Alternative_2;0.003;0.0012;0.0032;LV5.406;7
LV5.406 Load 113;LV5.406 Bus 67;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 114;LV5.406 Bus 68;HLS_B_3.7;0.0037;0.0015;0.004;LV5.406;7
LV5.406 Load 115;LV5.406 Bus 26;Air_Alternative_2;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 116;LV5.406 Bus 9;APLS_B_3.7;0.0037;0.0015;0.004;LV5.406;7
LV5.406 Load 117;LV5.406 Bus 70;Air_Parallel_2;0.005;0.002;0.0054;LV5.406;7
LV5.406 Load 118;LV5.406 Bus 63;HLS_B_3.7;0.0037;0.0015;0.004;LV5.406;7
LV5.407 Load 48;LV5.407 Bus 32;H0-L;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 74;LV5.407 Bus 25;H0-C;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 25;LV5.407 Bus 10;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 10;LV5.407 Bus 97;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 38;LV5.407 Bus 30;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 36;LV5.407 Bus 21;G6-A;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 16;LV5.407 Bus 70;G6-A;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 64;LV5.407 Bus 81;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 67;LV5.407 Bus 26;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 61;LV5.407 Bus 50;H0-B;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 96;LV5.407 Bus 20;H0-L;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 42;LV5.407 Bus 56;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 58;LV5.407 Bus 2;H0-A;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 81;LV5.407 Bus 5;H0-B;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 55;LV5.407 Bus 49;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 41;LV5.407 Bus 57;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 69;LV5.407 Bus 33;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 85;LV5.407 Bus 62;H0-B;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 86;LV5.407 Bus 42;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 83;LV5.407 Bus 39;H0-A;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 97;LV5.407 Bus 51;H0-L;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 3;LV5.407 Bus 92;H0-B;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 77;LV5.407 Bus 14;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 30;LV5.407 Bus 17;H0-G;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 54;LV5.407 Bus 31;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 39;LV5.407 Bus 35;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 11;LV5.407 Bus 27;H0-G;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 88;LV5.407 Bus 9;H0-G;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 59;LV5.407 Bus 54;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 71;LV5.407 Bus 93;H0-A;0.012;0.0047;0.0129;LV5.407;7
LV5.407 Load 80;LV5.407 Bus 95;H0-G;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 52;LV5.407 Bus 53;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 34;LV5.407 Bus 61;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 63;LV5.407 Bus 29;H0-B;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 57;LV5.407 Bus 45;G3-A;0.009;0.0035;0.0097;LV5.407;7
LV5.407 Load 19;LV5.407 Bus 60;G3-A;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 95;LV5.407 Bus 34;H0-G;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 28;LV5.407 Bus 84;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 98;LV5.407 Bus 107;H0-A;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 65;LV5.407 Bus 11;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 90;LV5.407 Bus 37;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 78;LV5.407 Bus 48;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 35;LV5.407 Bus 52;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 7;LV5.407 Bus 1;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 2;LV5.407 Bus 68;H0-L;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 72;LV5.407 Bus 94;G4-B;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 32;LV5.407 Bus 104;G3-A;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 23;LV5.407 Bus 7;H0-A;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 29;LV5.407 Bus 64;H0-B;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 43;LV5.407 Bus 16;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 76;LV5.407 Bus 71;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 5;LV5.407 Bus 23;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 18;LV5.407 Bus 55;H0-C;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 87;LV5.407 Bus 75;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 66;LV5.407 Bus 58;H0-L;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 27;LV5.407 Bus 15;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 46;LV5.407 Bus 46;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 53;LV5.407 Bus 88;G1-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 17;LV5.407 Bus 13;H0-A;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 79;LV5.407 Bus 28;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 91;LV5.407 Bus 47;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 24;LV5.407 Bus 91;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 51;LV5.407 Bus 80;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 60;LV5.407 Bus 98;H0-L;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 14;LV5.407 Bus 83;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 31;LV5.407 Bus 3;H0-L;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 93;LV5.407 Bus 6;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 12;LV5.407 Bus 103;H0-L;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 26;LV5.407 Bus 69;H0-G;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 1;LV5.407 Bus 63;H0-C;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 45;LV5.407 Bus 101;H0-L;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 92;LV5.407 Bus 102;H0-L;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 56;LV5.407 Bus 99;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 20;LV5.407 Bus 86;H0-A;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 15;LV5.407 Bus 105;H0-L;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 70;LV5.407 Bus 24;H0-G;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 37;LV5.407 Bus 96;H0-G;0.008;0.0031;0.0086;LV5.407;7
LV5.407 Load 84;LV5.407 Bus 66;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 21;LV5.407 Bus 4;G6-A;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 68;LV5.407 Bus 22;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 22;LV5.407 Bus 89;G3-A;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 89;LV5.407 Bus 106;H0-G;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 33;LV5.407 Bus 12;H0-A;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 82;LV5.407 Bus 36;H0-B;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 13;LV5.407 Bus 82;G5-A;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 49;LV5.407 Bus 79;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 44;LV5.407 Bus 59;H0-B;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 8;LV5.407 Bus 100;H0-G;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 4;LV5.407 Bus 40;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 73;LV5.407 Bus 85;H0-C;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 47;LV5.407 Bus 8;H0-B;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 62;LV5.407 Bus 67;H0-L;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 40;LV5.407 Bus 18;H0-L;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 94;LV5.407 Bus 38;G1-C;0.007;0.0028;0.0075;LV5.407;7
LV5.407 Load 9;LV5.407 Bus 65;H0-B;0.001;0.0004;0.0011;LV5.407;7
LV5.407 Load 75;LV5.407 Bus 90;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 50;LV5.407 Bus 44;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 6;LV5.407 Bus 87;H0-G;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 99;LV5.407 Bus 111;G3-A;0.0249;0.0098;0.0268;LV5.407;7
LV5.407 Load 100;LV5.407 Bus 108;H0-C;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 101;LV5.407 Bus 109;H0-C;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 102;LV5.407 Bus 110;H0-B;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 103;LV5.407 Bus 112;H0-G;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 104;LV5.407 Bus 113;H0-A;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 105;LV5.407 Bus 86;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 106;LV5.407 Bus 47;Soil_Alternative_2;0.002;0.0008;0.0022;LV5.407;7
LV5.407 Load 107;LV5.407 Bus 68;Soil_Alternative_2;0.004;0.0016;0.0043;LV5.407;7
LV5.407 Load 108;LV5.407 Bus 109;Air_Alternative_2;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 109;LV5.407 Bus 101;Air_Semi-Parallel_2;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 110;LV5.407 Bus 30;HLS_C_3.7;0.0037;0.0015;0.004;LV5.407;7
LV5.407 Load 111;LV5.407 Bus 11;APLS_B_11.0;0.011;0.0043;0.0118;LV5.407;7
LV5.407 Load 112;LV5.407 Bus 11;Air_Alternative_2;0.003;0.0012;0.0032;LV5.407;7
LV5.407 Load 113;LV5.407 Bus 67;Air_Semi-Parallel_2;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 114;LV5.407 Bus 68;HLS_B_3.7;0.0037;0.0015;0.004;LV5.407;7
LV5.407 Load 115;LV5.407 Bus 26;Air_Alternative_2;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 116;LV5.407 Bus 9;APLS_B_3.7;0.0037;0.0015;0.004;LV5.407;7
LV5.407 Load 117;LV5.407 Bus 70;Air_Parallel_2;0.005;0.002;0.0054;LV5.407;7
LV5.407 Load 118;LV5.407 Bus 63;HLS_B_3.7;0.0037;0.0015;0.004;LV5.407;7
LV5.408 Load 48;LV5.408 Bus 32;H0-L;0.001;0.0004;0.0011;LV5.408;7
LV5.408 Load 74;LV5.408 Bus 25;H0-C;0.001;0.0004;0.0011;LV5.408;7
LV5.408 Load 25;LV5.408 Bus 10;H0-G;0.004;0.0016;0.0043;LV5.408;7
LV5.408 Load 10;LV5.408 Bus 97;H0-G;0.003;0.0012;0.0032;LV5.408;7
LV5.408 Load 38;LV5.408 Bus 30;H0-C;0.004;0.0016;0.0043;LV5.408;7
LV5.408 Load 36;LV5.408 Bus 21;G6-A;0.002;0.0008;0.0022;LV5.408;7
LV5.408 Load 16;LV5.408 Bus 70;G6-A;0.007;0.0028;0.0075;LV5.408;7
LV5.408 Load 64;LV5.408 Bus 81;H0-L;0.003;0.0012;0.0032;LV5.408;7
