id;element1;element2;variable;subnet;voltLvl
MV1.106 Measurement 15;MV1.106 Bus 61_2;MV1.101 Line 59;q;MV1.106_Feeder6;5
MV1.106 Measurement 16;MV1.106 Bus 26_3;MV1.101 loop_line 3;q;MV1.106_Loop_Line;5
MV1.106 Measurement 17;MV1.106 Bus 39_2;MV1.101 loop_line 4;q;MV1.106_Loop_Line;5
MV1.106 Measurement 18;MV1.106 Bus 13;NULL;v;MV1.106_Feeder1;5
MV1.106 Measurement 19;MV1.106 Bus 31;NULL;v;MV1.106_Feeder4;5
MV1.106 Measurement 20;MV1.106 Bus 52;NULL;v;MV1.106_Feeder6;5
MV1.106 Measurement 21;MV1.106 Bus 13;NULL;p;MV1.106_Feeder1;5
MV1.106 Measurement 22;MV1.106 Bus 31;NULL;p;MV1.106_Feeder4;5
MV1.106 Measurement 23;MV1.106 Bus 52;NULL;p;MV1.106_Feeder6;5
MV1.106 Measurement 24;MV1.106 busbar1.2;NULL;v;MV1.106;5
MV1.106 Measurement 25;MV1.106 Bus 13;NULL;q;MV1.106_Feeder1;5
MV1.106 Measurement 26;MV1.106 Bus 31;NULL;q;MV1.106_Feeder4;5
MV1.106 Measurement 27;MV1.106 Bus 52;NULL;q;MV1.106_Feeder6;5
MV1.106 Measurement 28;MV1.106 busbar1.1_1;HV1-MV1.101-Trafo1;p;MV1.106;3
MV1.106 Measurement 29;MV1.106 busbar1.2_1;HV1-MV1.101-Trafo2;p;MV1.106;3
MV1.106 Measurement 30;MV1.106 busbar1.1_1;HV1-MV1.101-Trafo1;q;MV1.106;3
MV1.106 Measurement 31;MV1.106 busbar1.2_1;HV1-MV1.101-Trafo2;q;MV1.106;3
MV1.106 Measurement 32;MV1.106 busbar1.1_1;HV1-MV1.101-Trafo1;i;MV1.106;3
MV1.106 Measurement 33;MV1.106 busbar1.2_1;HV1-MV1.101-Trafo2;i;MV1.106;3
MV1.107 Measurement 2;HV1 Bus 76;NULL;v;HV1_MV1.107;3
MV1.107 Measurement 3;MV1.107 Bus 7_2;MV1.101 Line 5;p;MV1.107_Feeder1;5
MV1.107 Measurement 4;MV1.107 Bus 11_2;MV1.101 Line 9;p;MV1.107_Feeder1;5
MV1.107 Measurement 5;MV1.107 Bus 33_2;MV1.101 Line 31;p;MV1.107_Feeder4;5
MV1.107 Measurement 6;MV1.107 Bus 45_2;MV1.101 Line 43;p;MV1.107_Feeder5;5
MV1.107 Measurement 7;MV1.107 Bus 61_2;MV1.101 Line 59;p;MV1.107_Feeder6;5
MV1.107 Measurement 8;MV1.107 Bus 26_3;MV1.101 loop_line 3;p;MV1.107_Loop_Line;5
MV1.107 Measurement 9;MV1.107 Bus 39_2;MV1.101 loop_line 4;p;MV1.107_Loop_Line;5
MV1.107 Measurement 10;MV1.107 Bus 7_2;MV1.101 Line 5;q;MV1.107_Feeder1;5
MV1.107 Measurement 11;MV1.107 Bus 11_2;MV1.101 Line 9;q;MV1.107_Feeder1;5
MV1.107 Measurement 12;MV1.107 Bus 33_2;MV1.101 Line 31;q;MV1.107_Feeder4;5
MV1.107 Measurement 13;MV1.107 busbar1.1;NULL;v;MV1.107;5
MV1.107 Measurement 14;MV1.107 Bus 45_2;MV1.101 Line 43;q;MV1.107_Feeder5;5
MV1.107 Measurement 15;MV1.107 Bus 61_2;MV1.101 Line 59;q;MV1.107_Feeder6;5
MV1.107 Measurement 16;MV1.107 Bus 26_3;MV1.101 loop_line 3;q;MV1.107_Loop_Line;5
MV1.107 Measurement 17;MV1.107 Bus 39_2;MV1.101 loop_line 4;q;MV1.107_Loop_Line;5
MV1.107 Measurement 18;MV1.107 Bus 13;NULL;v;MV1.107_Feeder1;5
MV1.107 Measurement 19;MV1.107 Bus 31;NULL;v;MV1.107_Feeder4;5
MV1.107 Measurement 20;MV1.107 Bus 52;NULL;v;MV1.107_Feeder6;5
MV1.107 Measurement 21;MV1.107 Bus 13;NULL;p;MV1.107_Feeder1;5
MV1.107 Measurement 22;MV1.107 Bus 31;NULL;p;MV1.107_Feeder4;5
MV1.107 Measurement 23;MV1.107 Bus 52;NULL;p;MV1.107_Feeder6;5
MV1.107 Measurement 24;MV1.107 busbar1.2;NULL;v;MV1.107;5
MV1.107 Measurement 25;MV1.107 Bus 13;NULL;q;MV1.107_Feeder1;5
MV1.107 Measurement 26;MV1.107 Bus 31;NULL;q;MV1.107_Feeder4;5
MV1.107 Measurement 27;MV1.107 Bus 52;NULL;q;MV1.107_Feeder6;5
MV1.107 Measurement 28;MV1.107 busbar1.1_1;HV1-MV1.101-Trafo1;p;MV1.107;3
MV1.107 Measurement 29;MV1.107 busbar1.2_1;HV1-MV1.101-Trafo2;p;MV1.107;3
MV1.107 Measurement 30;MV1.107 busbar1.1_1;HV1-MV1.101-Trafo1;q;MV1.107;3
MV1.107 Measurement 31;MV1.107 busbar1.2_1;HV1-MV1.101-Trafo2;q;MV1.107;3
MV1.107 Measurement 32;MV1.107 busbar1.1_1;HV1-MV1.101-Trafo1;i;MV1.107;3
MV1.107 Measurement 33;MV1.107 busbar1.2_1;HV1-MV1.101-Trafo2;i;MV1.107;3
MV1.108 Measurement 1;HV1 Bus 102;NULL;v;HV1_MV1.108;3
MV1.108 Measurement 3;MV1.108 Bus 7_2;MV1.101 Line 5;p;MV1.108_Feeder1;5
MV1.108 Measurement 4;MV1.108 Bus 11_2;MV1.101 Line 9;p;MV1.108_Feeder1;5
MV1.108 Measurement 5;MV1.108 Bus 33_2;MV1.101 Line 31;p;MV1.108_Feeder4;5
MV1.108 Measurement 6;MV1.108 Bus 45_2;MV1.101 Line 43;p;MV1.108_Feeder5;5
MV1.108 Measurement 7;MV1.108 Bus 61_2;MV1.101 Line 59;p;MV1.108_Feeder6;5
MV1.108 Measurement 8;MV1.108 Bus 26_3;MV1.101 loop_line 3;p;MV1.108_Loop_Line;5
MV1.108 Measurement 9;MV1.108 Bus 39_2;MV1.101 loop_line 4;p;MV1.108_Loop_Line;5
MV1.108 Measurement 10;MV1.108 Bus 7_2;MV1.101 Line 5;q;MV1.108_Feeder1;5
MV1.108 Measurement 11;MV1.108 Bus 11_2;MV1.101 Line 9;q;MV1.108_Feeder1;5
MV1.108 Measurement 12;MV1.108 Bus 33_2;MV1.101 Line 31;q;MV1.108_Feeder4;5
MV1.108 Measurement 13;MV1.108 busbar1.1;NULL;v;MV1.108;5
MV1.108 Measurement 14;MV1.108 Bus 45_2;MV1.101 Line 43;q;MV1.108_Feeder5;5
MV1.108 Measurement 15;MV1.108 Bus 61_2;MV1.101 Line 59;q;MV1.108_Feeder6;5
MV1.108 Measurement 16;MV1.108 Bus 26_3;MV1.101 loop_line 3;q;MV1.108_Loop_Line;5
MV1.108 Measurement 17;MV1.108 Bus 39_2;MV1.101 loop_line 4;q;MV1.108_Loop_Line;5
MV1.108 Measurement 18;MV1.108 Bus 13;NULL;v;MV1.108_Feeder1;5
MV1.108 Measurement 19;MV1.108 Bus 31;NULL;v;MV1.108_Feeder4;5
MV1.108 Measurement 20;MV1.108 Bus 52;NULL;v;MV1.108_Feeder6;5
MV1.108 Measurement 21;MV1.108 Bus 13;NULL;p;MV1.108_Feeder1;5
MV1.108 Measurement 22;MV1.108 Bus 31;NULL;p;MV1.108_Feeder4;5
MV1.108 Measurement 23;MV1.108 Bus 52;NULL;p;MV1.108_Feeder6;5
MV1.108 Measurement 24;MV1.108 busbar1.2;NULL;v;MV1.108;5
MV1.108 Measurement 25;MV1.108 Bus 13;NULL;q;MV1.108_Feeder1;5
MV1.108 Measurement 26;MV1.108 Bus 31;NULL;q;MV1.108_Feeder4;5
MV1.108 Measurement 27;MV1.108 Bus 52;NULL;q;MV1.108_Feeder6;5
MV1.108 Measurement 28;MV1.108 busbar1.1_1;HV1-MV1.101-Trafo1;p;MV1.108;3
MV1.108 Measurement 29;MV1.108 busbar1.2_1;HV1-MV1.101-Trafo2;p;MV1.108;3
MV1.108 Measurement 30;MV1.108 busbar1.1_1;HV1-MV1.101-Trafo1;q;MV1.108;3
MV1.108 Measurement 31;MV1.108 busbar1.2_1;HV1-MV1.101-Trafo2;q;MV1.108;3
MV1.108 Measurement 32;MV1.108 busbar1.1_1;HV1-MV1.101-Trafo1;i;MV1.108;3
MV1.108 Measurement 33;MV1.108 busbar1.2_1;HV1-MV1.101-Trafo2;i;MV1.108;3
MV2.101 Measurement 1;HV1 Bus 19;NULL;v;HV1_MV2.101;3
MV2.101 Measurement 2;HV1 Bus 20;NULL;v;HV1_MV2.101;3
MV2.101 Measurement 3;MV2.101 busbar1.1_2;MV2.101 Line 1;p;MV2.101_Feeder1;5
MV2.101 Measurement 4;MV2.101 Bus 13_2;MV2.101 Line 11;p;MV2.101_Feeder1;5
MV2.101 Measurement 5;MV2.101 Bus 14_2;MV2.101 Line 12;p;MV2.101_Feeder1;5
MV2.101 Measurement 6;MV2.101 busbar1.1_3;MV2.101 Line 23;p;MV2.101_Feeder2;5
MV2.101 Measurement 7;MV2.101 busbar1.1_4;MV2.101 Line 35;p;MV2.101_Feeder3;5
MV2.101 Measurement 8;MV2.101 Bus 43_3;MV2.101 Line 45;p;MV2.101_Feeder3;5
MV2.101 Measurement 9;MV2.101 busbar1.1_5;MV2.101 Line 46;p;MV2.101_Feeder4;5
MV2.101 Measurement 10;MV2.101 busbar1.1_6;MV2.101 Line 59;p;MV2.101_Feeder5;5
MV2.101 Measurement 11;MV2.101 Bus 78_2;MV2.101 Line 76;p;MV2.101_Feeder7;5
MV2.101 Measurement 12;MV2.101 Bus 79_2;MV2.101 Line 77;p;MV2.101_Feeder7;5
MV2.101 Measurement 13;MV2.101 busbar1.1;NULL;v;MV2.101;5
MV2.101 Measurement 14;MV2.101 busbar1.1_2;MV2.101 Line 1;q;MV2.101_Feeder1;5
MV2.101 Measurement 15;MV2.101 Bus 13_2;MV2.101 Line 11;q;MV2.101_Feeder1;5
MV2.101 Measurement 16;MV2.101 Bus 14_2;MV2.101 Line 12;q;MV2.101_Feeder1;5
MV2.101 Measurement 17;MV2.101 busbar1.1_3;MV2.101 Line 23;q;MV2.101_Feeder2;5
MV2.101 Measurement 18;MV2.101 busbar1.1_4;MV2.101 Line 35;q;MV2.101_Feeder3;5
MV2.101 Measurement 19;MV2.101 Bus 43_3;MV2.101 Line 45;q;MV2.101_Feeder3;5
MV2.101 Measurement 20;MV2.101 busbar1.1_5;MV2.101 Line 46;q;MV2.101_Feeder4;5
MV2.101 Measurement 21;MV2.101 busbar1.1_6;MV2.101 Line 59;q;MV2.101_Feeder5;5
MV2.101 Measurement 22;MV2.101 Bus 78_2;MV2.101 Line 76;q;MV2.101_Feeder7;5
MV2.101 Measurement 23;MV2.101 Bus 79_2;MV2.101 Line 77;q;MV2.101_Feeder7;5
MV2.101 Measurement 24;MV2.101 busbar1.2;NULL;v;MV2.101;5
MV2.101 Measurement 25;MV2.101 busbar1.1;NULL;v;MV2.101;5
MV2.101 Measurement 26;MV2.101 Bus 14;NULL;v;MV2.101_LV5.204_Feeder1;5
MV2.101 Measurement 27;MV2.101 Bus 48;NULL;v;MV2.101_LV2.211_Feeder3;5
MV2.101 Measurement 28;MV2.101 Bus 79;NULL;v;MV2.101_LV4.226_Feeder7;5
MV2.101 Measurement 29;MV2.101 busbar1.1;NULL;p;MV2.101;5
MV2.101 Measurement 30;MV2.101 Bus 14;NULL;p;MV2.101_LV5.204_Feeder1;5
MV2.101 Measurement 31;MV2.101 Bus 48;NULL;p;MV2.101_LV2.211_Feeder3;5
MV2.101 Measurement 32;MV2.101 Bus 79;NULL;p;MV2.101_LV4.226_Feeder7;5
MV2.101 Measurement 33;MV2.101 busbar1.1;NULL;q;MV2.101;5
MV2.101 Measurement 34;MV2.101 Bus 14;NULL;q;MV2.101_LV5.204_Feeder1;5
MV2.101 Measurement 35;MV2.101 busbar1.1_1;HV1-MV2.101-Trafo1;p;MV2.101;3
MV2.101 Measurement 36;MV2.101 Bus 48;NULL;q;MV2.101_LV2.211_Feeder3;5
MV2.101 Measurement 37;MV2.101 Bus 79;NULL;q;MV2.101_LV4.226_Feeder7;5
MV2.101 Measurement 38;MV2.101 busbar1.2_1;HV1-MV2.101-Trafo2;p;MV2.101;3
MV2.101 Measurement 39;MV2.101 busbar1.1_1;HV1-MV2.101-Trafo1;q;MV2.101;3
MV2.101 Measurement 40;MV2.101 busbar1.2_1;HV1-MV2.101-Trafo2;q;MV2.101;3
MV2.101 Measurement 41;MV2.101 busbar1.1_1;HV1-MV2.101-Trafo1;i;MV2.101;3
MV2.101 Measurement 42;MV2.101 busbar1.2_1;HV1-MV2.101-Trafo2;i;MV2.101;3
MV2.102 Measurement 2;HV1 Bus 90;NULL;v;HV1_MV2.102;3
MV2.102 Measurement 3;MV2.102 busbar1.1_2;MV2.101 Line 1;p;MV2.102_Feeder1;5
MV2.102 Measurement 4;MV2.102 Bus 13_2;MV2.101 Line 11;p;MV2.102_Feeder1;5
MV2.102 Measurement 5;MV2.102 Bus 14_2;MV2.101 Line 12;p;MV2.102_Feeder1;5
MV2.102 Measurement 6;MV2.102 busbar1.1_3;MV2.101 Line 23;p;MV2.102_Feeder2;5
MV2.102 Measurement 7;MV2.102 busbar1.1_4;MV2.101 Line 35;p;MV2.102_Feeder3;5
MV2.102 Measurement 8;MV2.102 Bus 43_3;MV2.101 Line 45;p;MV2.102_Feeder3;5
MV2.102 Measurement 9;MV2.102 busbar1.1_5;MV2.101 Line 46;p;MV2.102_Feeder4;5
MV2.102 Measurement 10;MV2.102 busbar1.1_6;MV2.101 Line 59;p;MV2.102_Feeder5;5
MV2.102 Measurement 11;MV2.102 Bus 78_2;MV2.101 Line 76;p;MV2.102_Feeder7;5
MV2.102 Measurement 12;MV2.102 Bus 79_2;MV2.101 Line 77;p;MV2.102_Feeder7;5
MV2.102 Measurement 13;MV2.102 busbar1.1;NULL;v;MV2.102;5
MV2.102 Measurement 14;MV2.102 busbar1.1_2;MV2.101 Line 1;q;MV2.102_Feeder1;5
MV2.102 Measurement 15;MV2.102 Bus 13_2;MV2.101 Line 11;q;MV2.102_Feeder1;5
MV2.102 Measurement 16;MV2.102 Bus 14_2;MV2.101 Line 12;q;MV2.102_Feeder1;5
MV2.102 Measurement 17;MV2.102 busbar1.1_3;MV2.101 Line 23;q;MV2.102_Feeder2;5
MV2.102 Measurement 18;MV2.102 busbar1.1_4;MV2.101 Line 35;q;MV2.102_Feeder3;5
MV2.102 Measurement 19;MV2.102 Bus 43_3;MV2.101 Line 45;q;MV2.102_Feeder3;5
MV2.102 Measurement 20;MV2.102 busbar1.1_5;MV2.101 Line 46;q;MV2.102_Feeder4;5
MV2.102 Measurement 21;MV2.102 busbar1.1_6;MV2.101 Line 59;q;MV2.102_Feeder5;5
MV2.102 Measurement 22;MV2.102 Bus 78_2;MV2.101 Line 76;q;MV2.102_Feeder7;5
MV2.102 Measurement 23;MV2.102 Bus 79_2;MV2.101 Line 77;q;MV2.102_Feeder7;5
MV2.102 Measurement 24;MV2.102 busbar1.2;NULL;v;MV2.102;5
MV2.102 Measurement 25;MV2.102 busbar1.1;NULL;v;MV2.102;5
MV2.102 Measurement 26;MV2.102 Bus 14;NULL;v;MV2.102_Feeder1;5
MV2.102 Measurement 27;MV2.102 Bus 48;NULL;v;MV2.102_Feeder3;5
MV2.102 Measurement 28;MV2.102 Bus 79;NULL;v;MV2.102_Feeder7;5
MV2.102 Measurement 29;MV2.102 busbar1.1;NULL;p;MV2.102;5
MV2.102 Measurement 30;MV2.102 Bus 14;NULL;p;MV2.102_Feeder1;5
MV2.102 Measurement 31;MV2.102 Bus 48;NULL;p;MV2.102_Feeder3;5
MV2.102 Measurement 32;MV2.102 Bus 79;NULL;p;MV2.102_Feeder7;5
MV2.102 Measurement 33;MV2.102 busbar1.1;NULL;q;MV2.102;5
MV2.102 Measurement 34;MV2.102 Bus 14;NULL;q;MV2.102_Feeder1;5
MV2.102 Measurement 35;MV2.102 busbar1.1_1;HV1-MV2.101-Trafo1;p;MV2.102;3
MV2.102 Measurement 36;MV2.102 Bus 48;NULL;q;MV2.102_Feeder3;5
MV2.102 Measurement 37;MV2.102 Bus 79;NULL;q;MV2.102_Feeder7;5
MV2.102 Measurement 38;MV2.102 busbar1.2_1;HV1-MV2.101-Trafo2;p;MV2.102;3
MV2.102 Measurement 39;MV2.102 busbar1.1_1;HV1-MV2.101-Trafo1;q;MV2.102;3
MV2.102 Measurement 40;MV2.102 busbar1.2_1;HV1-MV2.101-Trafo2;q;MV2.102;3
MV2.102 Measurement 41;MV2.102 busbar1.1_1;HV1-MV2.101-Trafo1;i;MV2.102;3
MV2.102 Measurement 42;MV2.102 busbar1.2_1;HV1-MV2.101-Trafo2;i;MV2.102;3
MV2.103 Measurement 1;HV1 Bus 93;NULL;v;HV1_MV2.103;3
MV2.103 Measurement 2;HV1 Bus 94;NULL;v;HV1_MV2.103;3
MV2.103 Measurement 3;MV2.103 busbar1.1_2;MV2.101 Line 1;p;MV2.103_Feeder1;5
MV2.103 Measurement 4;MV2.103 Bus 13_2;MV2.101 Line 11;p;MV2.103_Feeder1;5
MV2.103 Measurement 5;MV2.103 Bus 14_2;MV2.101 Line 12;p;MV2.103_Feeder1;5
MV2.103 Measurement 6;MV2.103 busbar1.1_3;MV2.101 Line 23;p;MV2.103_Feeder2;5
MV2.103 Measurement 7;MV2.103 busbar1.1_4;MV2.101 Line 35;p;MV2.103_Feeder3;5
MV2.103 Measurement 8;MV2.103 Bus 43_3;MV2.101 Line 45;p;MV2.103_Feeder3;5
MV2.103 Measurement 9;MV2.103 busbar1.1_5;MV2.101 Line 46;p;MV2.103_Feeder4;5
MV2.103 Measurement 10;MV2.103 busbar1.1_6;MV2.101 Line 59;p;MV2.103_Feeder5;5
MV2.103 Measurement 11;MV2.103 Bus 78_2;MV2.101 Line 76;p;MV2.103_Feeder7;5
MV2.103 Measurement 12;MV2.103 Bus 79_2;MV2.101 Line 77;p;MV2.103_Feeder7;5
MV2.103 Measurement 13;MV2.103 busbar1.1;NULL;v;MV2.103;5
MV2.103 Measurement 14;MV2.103 busbar1.1_2;MV2.101 Line 1;q;MV2.103_Feeder1;5
MV2.103 Measurement 15;MV2.103 Bus 13_2;MV2.101 Line 11;q;MV2.103_Feeder1;5
MV2.103 Measurement 16;MV2.103 Bus 14_2;MV2.101 Line 12;q;MV2.103_Feeder1;5
MV2.103 Measurement 17;MV2.103 busbar1.1_3;MV2.101 Line 23;q;MV2.103_Feeder2;5
MV2.103 Measurement 18;MV2.103 busbar1.1_4;MV2.101 Line 35;q;MV2.103_Feeder3;5
MV2.103 Measurement 19;MV2.103 Bus 43_3;MV2.101 Line 45;q;MV2.103_Feeder3;5
MV2.103 Measurement 20;MV2.103 busbar1.1_5;MV2.101 Line 46;q;MV2.103_Feeder4;5
MV2.103 Measurement 21;MV2.103 busbar1.1_6;MV2.101 Line 59;q;MV2.103_Feeder5;5
MV2.103 Measurement 22;MV2.103 Bus 78_2;MV2.101 Line 76;q;MV2.103_Feeder7;5
MV2.103 Measurement 23;MV2.103 Bus 79_2;MV2.101 Line 77;q;MV2.103_Feeder7;5
MV2.103 Measurement 24;MV2.103 busbar1.2;NULL;v;MV2.103;5
MV2.103 Measurement 25;MV2.103 busbar1.1;NULL;v;MV2.103;5
MV2.103 Measurement 26;MV2.103 Bus 14;NULL;v;MV2.103_Feeder1;5
MV2.103 Measurement 27;MV2.103 Bus 48;NULL;v;MV2.103_Feeder3;5
MV2.103 Measurement 28;MV2.103 Bus 79;NULL;v;MV2.103_Feeder7;5
MV2.103 Measurement 29;MV2.103 busbar1.1;NULL;p;MV2.103;5
MV2.103 Measurement 30;MV2.103 Bus 14;NULL;p;MV2.103_Feeder1;5
MV2.103 Measurement 31;MV2.103 Bus 48;NULL;p;MV2.103_Feeder3;5
MV2.103 Measurement 32;MV2.103 Bus 79;NULL;p;MV2.103_Feeder7;5
MV2.103 Measurement 33;MV2.103 busbar1.1;NULL;q;MV2.103;5
MV2.103 Measurement 34;MV2.103 Bus 14;NULL;q;MV2.103_Feeder1;5
MV2.103 Measurement 35;MV2.103 busbar1.1_1;HV1-MV2.101-Trafo1;p;MV2.103;3
MV2.103 Measurement 36;MV2.103 Bus 48;NULL;q;MV2.103_Feeder3;5
MV2.103 Measurement 37;MV2.103 Bus 79;NULL;q;MV2.103_Feeder7;5
MV2.103 Measurement 38;MV2.103 busbar1.2_1;HV1-MV2.101-Trafo2;p;MV2.103;3
MV2.103 Measurement 39;MV2.103 busbar1.1_1;HV1-MV2.101-Trafo1;q;MV2.103;3
MV2.103 Measurement 40;MV2.103 busbar1.2_1;HV1-MV2.101-Trafo2;q;MV2.103;3
MV2.103 Measurement 41;MV2.103 busbar1.1_1;HV1-MV2.101-Trafo1;i;MV2.103;3
MV2.103 Measurement 42;MV2.103 busbar1.2_1;HV1-MV2.101-Trafo2;i;MV2.103;3
MV3.101 Measurement 1;HV1 Bus 25;NULL;v;HV1_MV3.101;3
MV3.101 Measurement 3;MV3.101 BS busbar1C;NULL;v;MV3.101;5
MV3.101 Measurement 4;MV3.101 node1;HV1-MV3.101-Trafo1;p;MV3.101;3
MV3.101 Measurement 5;MV3.101 node2;HV1-MV3.101-Trafo2;p;MV3.101;3
MV3.101 Measurement 6;MV3.101 node1;HV1-MV3.101-Trafo1;q;MV3.101;3
MV3.101 Measurement 7;MV3.101 node2;HV1-MV3.101-Trafo2;q;MV3.101;3
MV3.101 Measurement 8;MV3.101 node1;HV1-MV3.101-Trafo1;i;MV3.101;3
MV3.101 Measurement 9;MV3.101 node2;HV1-MV3.101-Trafo2;i;MV3.101;3
MV3.101 Measurement 10;MV3.101 busbar1B_1;MV3.101 Line 16;p;MV3.101_Feeder3;5
MV3.101 Measurement 11;MV3.101 Bus 52_2;MV3.101 Line 43;p;MV3.101_Feeder6;5
MV3.101 Measurement 12;MV3.101 Bus 68_2;MV3.101 Line 59;p;MV3.101_Feeder7;5
MV3.101 Measurement 13;MV3.101 node1;NULL;v;MV3.101;5
MV3.101 Measurement 14;MV3.101 Bus 69_2;MV3.101 Line 60;p;MV3.101_Feeder7;5
MV3.101 Measurement 15;MV3.101 Bus 89_2;MV3.101 Line 80;p;MV3.101_Feeder8;5
MV3.101 Measurement 16;MV3.101 Bus 90_2;MV3.101 Line 81;p;MV3.101_Feeder8;5
MV3.101 Measurement 17;MV3.101 Bus 98_2;MV3.101 Line 89;p;MV3.101_Feeder9;5
MV3.101 Measurement 18;MV3.101 Bus 99_2;MV3.101 Line 90;p;MV3.101_Feeder9;5
MV3.101 Measurement 19;MV3.101 Bus 132_2;MV3.101 Line 123;p;MV3.101_Feeder13;5
MV3.101 Measurement 20;MV3.101 Bus 133_2;MV3.101 Line 124;p;MV3.101_Feeder13;5
MV3.101 Measurement 21;MV3.101 Bus 35_2;MV3.101 loop_line 1;p;MV3.101_Loop_Line;5
MV3.101 Measurement 22;MV3.101 Bus 58_2;MV3.101 loop_line 2;p;MV3.101_Loop_Line;5
MV3.101 Measurement 23;MV3.101 busbar1B_1;MV3.101 Line 16;q;MV3.101_Feeder3;5
MV3.101 Measurement 24;MV3.101 node2;NULL;v;MV3.101;5
MV3.101 Measurement 25;MV3.101 Bus 52_2;MV3.101 Line 43;q;MV3.101_Feeder6;5
MV3.101 Measurement 26;MV3.101 Bus 68_2;MV3.101 Line 59;q;MV3.101_Feeder7;5
MV3.101 Measurement 27;MV3.101 Bus 69_2;MV3.101 Line 60;q;MV3.101_Feeder7;5
MV3.101 Measurement 28;MV3.101 Bus 89_2;MV3.101 Line 80;q;MV3.101_Feeder8;5
MV3.101 Measurement 29;MV3.101 Bus 90_2;MV3.101 Line 81;q;MV3.101_Feeder8;5
MV3.101 Measurement 30;MV3.101 Bus 98_2;MV3.101 Line 89;q;MV3.101_Feeder9;5
MV3.101 Measurement 31;MV3.101 Bus 99_2;MV3.101 Line 90;q;MV3.101_Feeder9;5
MV3.101 Measurement 32;MV3.101 Bus 132_2;MV3.101 Line 123;q;MV3.101_Feeder13;5
MV3.101 Measurement 33;MV3.101 Bus 133_2;MV3.101 Line 124;q;MV3.101_Feeder13;5
MV3.101 Measurement 34;MV3.101 Bus 35_2;MV3.101 loop_line 1;q;MV3.101_Loop_Line;5
MV3.101 Measurement 35;MV3.101 busbar1A;NULL;v;MV3.101;5
MV3.101 Measurement 36;MV3.101 Bus 58_2;MV3.101 loop_line 2;q;MV3.101_Loop_Line;5
MV3.101 Measurement 37;MV3.101 Bus 69;NULL;v;MV3.101_LV6.320_Feeder7;5
MV3.101 Measurement 38;MV3.101 Bus 70;NULL;v;MV3.101_LV6.321_Feeder7;5
MV3.101 Measurement 39;MV3.101 Bus 90;NULL;v;MV3.101_LV5.332_Feeder8;5
MV3.101 Measurement 40;MV3.101 Bus 99;NULL;v;MV3.101_LV5.335_Feeder9;5
MV3.101 Measurement 41;MV3.101 Bus 69;NULL;p;MV3.101_LV6.320_Feeder7;5
MV3.101 Measurement 42;MV3.101 Bus 70;NULL;p;MV3.101_LV6.321_Feeder7;5
MV3.101 Measurement 43;MV3.101 Bus 90;NULL;p;MV3.101_LV5.332_Feeder8;5
MV3.101 Measurement 44;MV3.101 Bus 99;NULL;p;MV3.101_LV5.335_Feeder9;5
MV3.101 Measurement 45;MV3.101 Bus 69;NULL;q;MV3.101_LV6.320_Feeder7;5
MV3.101 Measurement 46;MV3.101 busbar1B;NULL;v;MV3.101;5
MV3.101 Measurement 47;MV3.101 Bus 70;NULL;q;MV3.101_LV6.321_Feeder7;5
MV3.101 Measurement 48;MV3.101 Bus 90;NULL;q;MV3.101_LV5.332_Feeder8;5
MV3.101 Measurement 49;MV3.101 Bus 99;NULL;q;MV3.101_LV5.335_Feeder9;5
MV3.101 Measurement 50;MV3.101 busbar2A;NULL;v;MV3.101;5
MV3.101 Measurement 51;MV3.101 busbar2B;NULL;v;MV3.101;5
MV3.101 Measurement 52;MV3.101 BS busbar1A;NULL;v;MV3.101;5
MV3.101 Measurement 53;MV3.101 BS busbar1B;NULL;v;MV3.101;5
MV3.102 Measurement 1;HV1 Bus 47;NULL;v;HV1_MV3.102;3
MV3.102 Measurement 2;HV1 Bus 48;NULL;v;HV1_MV3.102;3
MV3.102 Measurement 3;MV3.102 BS busbar1C;NULL;v;MV3.102;5
MV3.102 Measurement 4;MV3.102 node1;HV1-MV3.101-Trafo1;p;MV3.102;3
MV3.102 Measurement 5;MV3.102 node2;HV1-MV3.101-Trafo2;p;MV3.102;3
MV3.102 Measurement 6;MV3.102 node1;HV1-MV3.101-Trafo1;q;MV3.102;3
MV3.102 Measurement 7;MV3.102 node2;HV1-MV3.101-Trafo2;q;MV3.102;3
MV3.102 Measurement 8;MV3.102 node1;HV1-MV3.101-Trafo1;i;MV3.102;3
MV3.102 Measurement 9;MV3.102 node2;HV1-MV3.101-Trafo2;i;MV3.102;3
MV3.102 Measurement 10;MV3.102 busbar1B_1;MV3.101 Line 16;p;MV3.102_Feeder3;5
MV3.102 Measurement 11;MV3.102 Bus 52_2;MV3.101 Line 43;p;MV3.102_Feeder6;5
MV3.102 Measurement 12;MV3.102 Bus 68_2;MV3.101 Line 59;p;MV3.102_Feeder7;5
MV3.102 Measurement 13;MV3.102 node1;NULL;v;MV3.102;5
MV3.102 Measurement 14;MV3.102 Bus 69_2;MV3.101 Line 60;p;MV3.102_Feeder7;5
MV3.102 Measurement 15;MV3.102 Bus 89_2;MV3.101 Line 80;p;MV3.102_Feeder8;5
MV3.102 Measurement 16;MV3.102 Bus 90_2;MV3.101 Line 81;p;MV3.102_Feeder8;5
MV3.102 Measurement 17;MV3.102 Bus 98_2;MV3.101 Line 89;p;MV3.102_Feeder9;5
MV3.102 Measurement 18;MV3.102 Bus 99_2;MV3.101 Line 90;p;MV3.102_Feeder9;5
