id;element1;element2;variable;subnet;voltLvl
EHV Measurement 11306;HV1 Bus 144;HV1 Line 11;p;HV1;3
EHV Measurement 11307;HV1 Bus 144;HV1 Line 11;q;HV1;3
EHV Measurement 11308;HV1 Bus 144;HV1 Line 11;i;HV1;3
EHV Measurement 11309;HV1 Bus 140;HV1 Line 9;p;HV1;3
EHV Measurement 11310;HV1 Bus 140;HV1 Line 9;q;HV1;3
EHV Measurement 11311;HV1 Bus 140;HV1 Line 9;i;HV1;3
EHV Measurement 11312;HV1 Bus 212;HV1 Line 50;p;HV1;3
EHV Measurement 11313;HV1 Bus 212;HV1 Line 50;q;HV1;3
EHV Measurement 11314;HV1 Bus 212;HV1 Line 50;i;HV1;3
EHV Measurement 11315;HV1 Bus 254;HV1 Line 72;p;HV1;3
EHV Measurement 11316;HV1 Bus 254;HV1 Line 72;q;HV1;3
EHV Measurement 11317;HV1 Bus 254;HV1 Line 72;i;HV1;3
EHV Measurement 11318;HV1 Bus 274;HV1 Line 85;p;HV1;3
EHV Measurement 11319;HV1 Bus 274;HV1 Line 85;q;HV1;3
EHV Measurement 11320;HV1 Bus 274;HV1 Line 85;i;HV1;3
EHV Measurement 11321;HV1 Bus 49;HV1 Line 61;p;HV1;3
EHV Measurement 11322;HV1 Bus 49;HV1 Line 61;q;HV1;3
EHV Measurement 11323;HV1 Bus 49;HV1 Line 61;i;HV1;3
EHV Measurement 11324;HV1 Bus 101;HV1 Line 7;p;HV1;3
EHV Measurement 11325;HV1 Bus 101;HV1 Line 7;q;HV1;3
EHV Measurement 11326;HV1 Bus 101;HV1 Line 7;i;HV1;3
EHV Measurement 11327;HV1 Bus 204;HV1 Line 46;p;HV1;3
EHV Measurement 11328;HV1 Bus 204;HV1 Line 46;q;HV1;3
EHV Measurement 11329;HV1 Bus 204;HV1 Line 46;i;HV1;3
EHV Measurement 11330;HV1 Bus 215;HV1 Line 52;p;HV1;3
EHV Measurement 11331;HV1 Bus 215;HV1 Line 52;q;HV1;3
EHV Measurement 11332;HV1 Bus 215;HV1 Line 52;i;HV1;3
EHV Measurement 11333;HV1 Bus 250;HV1 Line 70;p;HV1;3
EHV Measurement 11334;HV1 Bus 250;HV1 Line 70;q;HV1;3
EHV Measurement 11335;HV1 Bus 250;HV1 Line 70;i;HV1;3
EHV Measurement 11336;HV1 Bus 219;HV1 Line 54;p;HV1;3
EHV Measurement 11337;HV1 Bus 219;HV1 Line 54;q;HV1;3
EHV Measurement 11338;HV1 Bus 219;HV1 Line 54;i;HV1;3
EHV Measurement 11339;HV1 Bus 164;HV1 Line 23;p;HV1;3
EHV Measurement 11340;HV1 Bus 164;HV1 Line 23;q;HV1;3
EHV Measurement 11341;HV1 Bus 164;HV1 Line 23;i;HV1;3
EHV Measurement 11342;HV1 Bus 191;HV1 Line 39;p;HV1;3
EHV Measurement 11343;HV1 Bus 191;HV1 Line 39;q;HV1;3
EHV Measurement 11344;HV1 Bus 191;HV1 Line 39;i;HV1;3
EHV Measurement 11345;HV1 Bus 129;HV1 Line 2;p;HV1;3
EHV Measurement 11346;HV1 Bus 129;HV1 Line 2;q;HV1;3
EHV Measurement 11347;HV1 Bus 129;HV1 Line 2;i;HV1;3
EHV Measurement 11348;HV1 Bus 170;HV1 Line 27;p;HV1;3
EHV Measurement 11349;HV1 Bus 170;HV1 Line 27;q;HV1;3
EHV Measurement 11350;HV1 Bus 170;HV1 Line 27;i;HV1;3
EHV Measurement 11351;HV1 Bus 268;HV1 Line 81;p;HV1;3
EHV Measurement 11352;HV1 Bus 268;HV1 Line 81;q;HV1;3
EHV Measurement 11353;HV1 Bus 268;HV1 Line 81;i;HV1;3
EHV Measurement 11354;HV1 Bus 165;HV1 Line 24;p;HV1;3
EHV Measurement 11355;HV1 Bus 165;HV1 Line 24;q;HV1;3
EHV Measurement 11356;HV1 Bus 165;HV1 Line 24;i;HV1;3
EHV Measurement 11357;HV1 Bus 242;HV1 Line 66;p;HV1;3
EHV Measurement 11358;HV1 Bus 242;HV1 Line 66;q;HV1;3
EHV Measurement 11359;HV1 Bus 242;HV1 Line 66;i;HV1;3
EHV Measurement 11360;HV1 Bus 182;HV1 Line 33;p;HV1;3
EHV Measurement 11361;HV1 Bus 182;HV1 Line 33;q;HV1;3
EHV Measurement 11362;HV1 Bus 182;HV1 Line 33;i;HV1;3
EHV Measurement 11363;HV1 Bus 186;HV1 Line 36;p;HV1;3
EHV Measurement 11364;HV1 Bus 186;HV1 Line 36;q;HV1;3
EHV Measurement 11365;HV1 Bus 186;HV1 Line 36;i;HV1;3
EHV Measurement 11366;HV1 Bus 206;HV1 Line 47;p;HV1;3
EHV Measurement 11367;HV1 Bus 206;HV1 Line 47;q;HV1;3
EHV Measurement 11368;HV1 Bus 206;HV1 Line 47;i;HV1;3
EHV Measurement 11369;HV1 Bus 76;HV1 Line 21;p;HV1;3
EHV Measurement 11370;HV1 Bus 76;HV1 Line 21;q;HV1;3
EHV Measurement 11371;HV1 Bus 76;HV1 Line 21;i;HV1;3
EHV Measurement 11372;HV1 Bus 193;HV1 Line 40;p;HV1;3
EHV Measurement 11373;HV1 Bus 193;HV1 Line 40;q;HV1;3
EHV Measurement 11374;HV1 Bus 193;HV1 Line 40;i;HV1;3
EHV Measurement 11375;HV1 Bus 195;HV1 Line 41;p;HV1;3
EHV Measurement 11376;HV1 Bus 195;HV1 Line 41;q;HV1;3
EHV Measurement 11377;HV1 Bus 195;HV1 Line 41;i;HV1;3
EHV Measurement 11378;HV1 Bus 146;HV1 Line 12;p;HV1;3
EHV Measurement 11379;HV1 Bus 146;HV1 Line 12;q;HV1;3
EHV Measurement 11380;HV1 Bus 146;HV1 Line 12;i;HV1;3
EHV Measurement 11381;HV1 Bus 155;HV1 Line 18;p;HV1;3
EHV Measurement 11382;HV1 Bus 155;HV1 Line 18;q;HV1;3
EHV Measurement 11383;HV1 Bus 155;HV1 Line 18;i;HV1;3
EHV Measurement 11384;HV1 Bus 187;HV1 Line 37;p;HV1;3
EHV Measurement 11385;HV1 Bus 187;HV1 Line 37;q;HV1;3
EHV Measurement 11386;HV1 Bus 187;HV1 Line 37;i;HV1;3
EHV Measurement 11387;HV1 Bus 148;HV1 Line 13;p;HV1;3
EHV Measurement 11388;HV1 Bus 148;HV1 Line 13;q;HV1;3
EHV Measurement 11389;HV1 Bus 148;HV1 Line 13;i;HV1;3
EHV Measurement 11390;HV1 Bus 263;HV1 Line 78;p;HV1;3
EHV Measurement 11391;HV1 Bus 263;HV1 Line 78;q;HV1;3
EHV Measurement 11392;HV1 Bus 263;HV1 Line 78;i;HV1;3
EHV Measurement 11393;HV1 Bus 201;HV1 Line 44;p;HV1;3
EHV Measurement 11394;HV1 Bus 201;HV1 Line 44;q;HV1;3
EHV Measurement 11395;HV1 Bus 201;HV1 Line 44;i;HV1;3
EHV Measurement 11396;HV1 Bus 50;HV1 Line 3;p;HV1;3
EHV Measurement 11397;HV1 Bus 50;HV1 Line 3;q;HV1;3
EHV Measurement 11398;HV1 Bus 50;HV1 Line 3;i;HV1;3
EHV Measurement 11399;HV1 Bus 259;HV1 Line 75;p;HV1;3
EHV Measurement 11400;HV1 Bus 259;HV1 Line 75;q;HV1;3
EHV Measurement 11401;HV1 Bus 259;HV1 Line 75;i;HV1;3
EHV Measurement 11402;HV1 Bus 133;HV1 Line 5;p;HV1;3
EHV Measurement 11403;HV1 Bus 133;HV1 Line 5;q;HV1;3
EHV Measurement 11404;HV1 Bus 133;HV1 Line 5;i;HV1;3
EHV Measurement 11405;HV1 Bus 217;HV1 Line 53;p;HV1;3
EHV Measurement 11406;HV1 Bus 217;HV1 Line 53;q;HV1;3
EHV Measurement 11407;HV1 Bus 217;HV1 Line 53;i;HV1;3
EHV Measurement 11408;HV1 Bus 174;HV1 Line 29;p;HV1;3
EHV Measurement 11409;HV1 Bus 174;HV1 Line 29;q;HV1;3
EHV Measurement 11410;HV1 Bus 174;HV1 Line 29;i;HV1;3
EHV Measurement 11411;HV1 Bus 244;HV1 Line 67;p;HV1;3
EHV Measurement 11412;HV1 Bus 244;HV1 Line 67;q;HV1;3
EHV Measurement 11413;HV1 Bus 244;HV1 Line 67;i;HV1;3
EHV Measurement 11414;HV1 Bus 290;HV1 Line 93;p;HV1;3
EHV Measurement 11415;HV1 Bus 290;HV1 Line 93;q;HV1;3
EHV Measurement 11416;HV1 Bus 290;HV1 Line 93;i;HV1;3
EHV Measurement 11417;HV1 Bus 135;HV1 Line 6;p;HV1;3
EHV Measurement 11418;HV1 Bus 135;HV1 Line 6;q;HV1;3
EHV Measurement 11419;HV1 Bus 135;HV1 Line 6;i;HV1;3
EHV Measurement 11420;HV1 Bus 162;HV1 Line 22;p;HV1;3
EHV Measurement 11421;HV1 Bus 162;HV1 Line 22;q;HV1;3
EHV Measurement 11422;HV1 Bus 162;HV1 Line 22;i;HV1;3
EHV Measurement 11423;HV1 Bus 282;HV1 Line 89;p;HV1;3
EHV Measurement 11424;HV1 Bus 282;HV1 Line 89;q;HV1;3
EHV Measurement 11425;HV1 Bus 282;HV1 Line 89;i;HV1;3
EHV Measurement 11426;HV1 Bus 183;HV1 Line 34;p;HV1;3
EHV Measurement 11427;HV1 Bus 183;HV1 Line 34;q;HV1;3
EHV Measurement 11428;HV1 Bus 183;HV1 Line 34;i;HV1;3
EHV Measurement 11429;HV1 Bus 210;HV1 Line 49;p;HV1;3
EHV Measurement 11430;HV1 Bus 210;HV1 Line 49;q;HV1;3
EHV Measurement 11431;HV1 Bus 210;HV1 Line 49;i;HV1;3
EHV Measurement 11432;HV1 Bus 197;HV1 Line 42;p;HV1;3
EHV Measurement 11433;HV1 Bus 197;HV1 Line 42;q;HV1;3
EHV Measurement 11434;HV1 Bus 197;HV1 Line 42;i;HV1;3
EHV Measurement 11435;HV1 Bus 255;HV1 Line 73;p;HV1;3
EHV Measurement 11436;HV1 Bus 255;HV1 Line 73;q;HV1;3
EHV Measurement 11437;HV1 Bus 255;HV1 Line 73;i;HV1;3
EHV Measurement 11438;HV1 Bus 157;HV1 Line 19;p;HV1;3
EHV Measurement 11439;HV1 Bus 157;HV1 Line 19;q;HV1;3
EHV Measurement 11440;HV1 Bus 157;HV1 Line 19;i;HV1;3
EHV Measurement 11441;HV1 Bus 172;HV1 Line 28;i;HV1;3
EHV Measurement 11442;HV1 Bus 50;HV1 Line 84;i;HV1;3
EHV Measurement 11443;HV1 Bus 189;HV1 Line 38;i;HV1;3
EHV Measurement 11444;HV1 Bus 138;HV1 Line 8;i;HV1;3
EHV Measurement 11445;HV1 Bus 225;HV1 Line 57;i;HV1;3
EHV Measurement 11446;HV1 Bus 280;HV1 Line 88;i;HV1;3
EHV Measurement 11447;HV1 Bus 142;HV1 Line 10;i;HV1;3
EHV Measurement 11448;HV1 Bus 292;HV1 Line 94;i;HV1;3
EHV Measurement 11449;HV1 Bus 276;HV1 Line 86;i;HV1;3
EHV Measurement 11450;HV1 Bus 278;HV1 Line 87;i;HV1;3
EHV Measurement 11451;HV1 Bus 65;HV1 Line 15;i;HV1;3
EHV Measurement 11452;HV1 Bus 246;HV1 Line 68;i;HV1;3
EHV Measurement 11453;HV1 Bus 126;HV1 Trafo 5;p;HV1;2
EHV Measurement 11454;HV1 Bus 126;HV1 Trafo 5;q;HV1;2
EHV Measurement 11455;HV1 Bus 126;HV1 Trafo 5;i;HV1;2
EHV Measurement 11456;HV1 Bus 125;HV1 Trafo 3;p;HV1;2
EHV Measurement 11457;HV1 Bus 125;HV1 Trafo 3;q;HV1;2
EHV Measurement 11458;HV1 Bus 125;HV1 Trafo 3;i;HV1;2
EHV Measurement 11459;HV1 Bus 123;HV1 Trafo 1;p;HV1;2
EHV Measurement 11460;HV1 Bus 123;HV1 Trafo 1;q;HV1;2
EHV Measurement 11461;HV1 Bus 123;HV1 Trafo 1;i;HV1;2
EHV Measurement 11462;HV1 Bus 124;HV1 Trafo 2;i;HV1;2
EHV Measurement 11463;HV2 Bus 230;NULL;p;HV2;3
EHV Measurement 11464;HV2 Bus 230;NULL;q;HV2;3
EHV Measurement 11465;HV2 Bus 230;NULL;v;HV2;3
EHV Measurement 11466;HV2 Bus 170;NULL;p;HV2;3
EHV Measurement 11467;HV2 Bus 170;NULL;q;HV2;3
EHV Measurement 11468;HV2 Bus 170;NULL;v;HV2;3
EHV Measurement 11469;HV2 Bus 227;NULL;p;HV2;3
EHV Measurement 11470;HV2 Bus 227;NULL;q;HV2;3
EHV Measurement 11471;HV2 Bus 227;NULL;v;HV2;3
EHV Measurement 11472;HV2 Bus 291;NULL;p;HV2;3
EHV Measurement 11473;HV2 Bus 291;NULL;q;HV2;3
EHV Measurement 11474;HV2 Bus 291;NULL;v;HV2;3
EHV Measurement 11475;HV2 Bus 38;NULL;p;HV2;3
EHV Measurement 11476;HV2 Bus 38;NULL;q;HV2;3
EHV Measurement 11477;HV2 Bus 38;NULL;v;HV2;3
EHV Measurement 11478;HV2 Bus 175;NULL;p;HV2;3
EHV Measurement 11479;HV2 Bus 175;NULL;q;HV2;3
EHV Measurement 11480;HV2 Bus 175;NULL;v;HV2;3
EHV Measurement 11481;HV2 Bus 87;NULL;p;HV2;3
EHV Measurement 11482;HV2 Bus 87;NULL;q;HV2;3
EHV Measurement 11483;HV2 Bus 87;NULL;v;HV2;3
EHV Measurement 11484;HV2 Bus 90;NULL;p;HV2;3
EHV Measurement 11485;HV2 Bus 90;NULL;q;HV2;3
EHV Measurement 11486;HV2 Bus 90;NULL;v;HV2;3
EHV Measurement 11487;HV2 Bus 194;NULL;p;HV2;3
EHV Measurement 11488;HV2 Bus 194;NULL;q;HV2;3
EHV Measurement 11489;HV2 Bus 194;NULL;v;HV2;3
EHV Measurement 11490;HV2 Bus 28;NULL;p;HV2;3
EHV Measurement 11491;HV2 Bus 28;NULL;q;HV2;3
EHV Measurement 11492;HV2 Bus 28;NULL;v;HV2;3
EHV Measurement 11493;HV2 Bus 93;NULL;p;HV2;3
EHV Measurement 11494;HV2 Bus 93;NULL;q;HV2;3
EHV Measurement 11495;HV2 Bus 93;NULL;v;HV2;3
EHV Measurement 11496;HV2 Bus 259;NULL;p;HV2;3
EHV Measurement 11497;HV2 Bus 259;NULL;q;HV2;3
EHV Measurement 11498;HV2 Bus 259;NULL;v;HV2;3
EHV Measurement 11499;HV2 Bus 66;NULL;p;HV2;3
EHV Measurement 11500;HV2 Bus 66;NULL;q;HV2;3
EHV Measurement 11501;HV2 Bus 66;NULL;v;HV2;3
EHV Measurement 11502;HV2 Bus 11;NULL;p;HV2;3
EHV Measurement 11503;HV2 Bus 11;NULL;q;HV2;3
EHV Measurement 11504;HV2 Bus 11;NULL;v;HV2;3
EHV Measurement 11505;HV2 Bus 157;NULL;p;HV2;3
EHV Measurement 11506;HV2 Bus 157;NULL;q;HV2;3
EHV Measurement 11507;HV2 Bus 157;NULL;v;HV2;3
EHV Measurement 11508;HV2 Bus 223;NULL;p;HV2;3
EHV Measurement 11509;HV2 Bus 223;NULL;q;HV2;3
EHV Measurement 11510;HV2 Bus 223;NULL;v;HV2;3
EHV Measurement 11511;HV2 Bus 236;NULL;p;HV2;3
EHV Measurement 11512;HV2 Bus 236;NULL;q;HV2;3
EHV Measurement 11513;HV2 Bus 236;NULL;v;HV2;3
EHV Measurement 11514;HV2 Bus 181;NULL;p;HV2;3
EHV Measurement 11515;HV2 Bus 181;NULL;q;HV2;3
EHV Measurement 11516;HV2 Bus 181;NULL;v;HV2;3
EHV Measurement 11517;HV2 Bus 202;NULL;p;HV2;3
EHV Measurement 11518;HV2 Bus 202;NULL;q;HV2;3
EHV Measurement 11519;HV2 Bus 202;NULL;v;HV2;3
EHV Measurement 11520;HV2 Bus 20;NULL;p;HV2;3
EHV Measurement 11521;HV2 Bus 20;NULL;q;HV2;3
EHV Measurement 11522;HV2 Bus 20;NULL;v;HV2;3
EHV Measurement 11523;HV2 Bus 31;NULL;p;HV2;3
EHV Measurement 11524;HV2 Bus 31;NULL;q;HV2;3
EHV Measurement 11525;HV2 Bus 31;NULL;v;HV2;3
EHV Measurement 11526;HV2 Bus 79;NULL;p;HV2;3
EHV Measurement 11527;HV2 Bus 79;NULL;q;HV2;3
EHV Measurement 11528;HV2 Bus 79;NULL;v;HV2;3
EHV Measurement 11529;HV2 Bus 364;NULL;p;HV2;3
EHV Measurement 11530;HV2 Bus 364;NULL;q;HV2;3
EHV Measurement 11531;HV2 Bus 364;NULL;v;HV2;3
EHV Measurement 11532;HV2 Bus 178;NULL;p;HV2;3
EHV Measurement 11533;HV2 Bus 178;NULL;q;HV2;3
EHV Measurement 11534;HV2 Bus 178;NULL;v;HV2;3
EHV Measurement 11535;HV2 Bus 282;NULL;p;HV2;3
EHV Measurement 11536;HV2 Bus 282;NULL;q;HV2;3
EHV Measurement 11537;HV2 Bus 282;NULL;v;HV2;3
EHV Measurement 11538;HV2 Bus 70;NULL;p;HV2;3
EHV Measurement 11539;HV2 Bus 70;NULL;q;HV2;3
EHV Measurement 11540;HV2 Bus 70;NULL;v;HV2;3
EHV Measurement 11541;HV2 Bus 60;NULL;p;HV2;3
EHV Measurement 11542;HV2 Bus 60;NULL;q;HV2;3
EHV Measurement 11543;HV2 Bus 60;NULL;v;HV2;3
EHV Measurement 11544;HV2 Bus 216;NULL;p;HV2;3
EHV Measurement 11545;HV2 Bus 216;NULL;q;HV2;3
EHV Measurement 11546;HV2 Bus 216;NULL;v;HV2;3
EHV Measurement 11547;HV2 Bus 41;NULL;p;HV2;3
EHV Measurement 11548;HV2 Bus 41;NULL;q;HV2;3
EHV Measurement 11549;HV2 Bus 41;NULL;v;HV2;3
EHV Measurement 11550;HV2 Bus 116;NULL;p;HV2;3
EHV Measurement 11551;HV2 Bus 116;NULL;q;HV2;3
EHV Measurement 11552;HV2 Bus 116;NULL;v;HV2;3
EHV Measurement 11553;HV2 Bus 46;NULL;p;HV2;3
EHV Measurement 11554;HV2 Bus 46;NULL;q;HV2;3
EHV Measurement 11555;HV2 Bus 46;NULL;v;HV2;3
EHV Measurement 11556;HV2 Bus 52;NULL;p;HV2;3
EHV Measurement 11557;HV2 Bus 52;NULL;q;HV2;3
EHV Measurement 11558;HV2 Bus 52;NULL;v;HV2;3
EHV Measurement 11559;HV2 Bus 4;NULL;p;HV2;3
EHV Measurement 11560;HV2 Bus 4;NULL;q;HV2;3
EHV Measurement 11561;HV2 Bus 4;NULL;v;HV2;3
EHV Measurement 11562;HV2 Bus 184;NULL;p;HV2;3
EHV Measurement 11563;HV2 Bus 184;NULL;q;HV2;3
EHV Measurement 11564;HV2 Bus 184;NULL;v;HV2;3
EHV Measurement 11565;HV2 Bus 121;NULL;p;HV2;3
EHV Measurement 11566;HV2 Bus 121;NULL;q;HV2;3
EHV Measurement 11567;HV2 Bus 121;NULL;v;HV2;3
EHV Measurement 11568;HV2 Bus 199;NULL;p;HV2;3
EHV Measurement 11569;HV2 Bus 199;NULL;q;HV2;3
EHV Measurement 11570;HV2 Bus 199;NULL;v;HV2;3
EHV Measurement 11571;HV2 Bus 12;NULL;p;HV2;3
EHV Measurement 11572;HV2 Bus 12;NULL;q;HV2;3
EHV Measurement 11573;HV2 Bus 12;NULL;v;HV2;3
EHV Measurement 11574;HV2 Bus 19;NULL;p;HV2;3
EHV Measurement 11575;HV2 Bus 19;NULL;q;HV2;3
EHV Measurement 11576;HV2 Bus 19;NULL;v;HV2;3
EHV Measurement 11577;HV2 Bus 250;NULL;p;HV2;3
EHV Measurement 11578;HV2 Bus 250;NULL;q;HV2;3
EHV Measurement 11579;HV2 Bus 250;NULL;v;HV2;3
EHV Measurement 11580;HV2 Bus 154;NULL;p;HV2;3
EHV Measurement 11581;HV2 Bus 154;NULL;q;HV2;3
EHV Measurement 11582;HV2 Bus 154;NULL;v;HV2;3
EHV Measurement 11583;HV2 Bus 44;NULL;p;HV2;3
EHV Measurement 11584;HV2 Bus 44;NULL;q;HV2;3
EHV Measurement 11585;HV2 Bus 44;NULL;v;HV2;3
EHV Measurement 11586;HV2 Bus 297;NULL;p;HV2;3
EHV Measurement 11587;HV2 Bus 297;NULL;q;HV2;3
EHV Measurement 11588;HV2 Bus 297;NULL;v;HV2;3
EHV Measurement 11589;EHV Bus 3092;NULL;p;HV2;1
EHV Measurement 11590;EHV Bus 3092;NULL;q;HV2;1
EHV Measurement 11591;EHV Bus 3092;NULL;v;HV2;1
EHV Measurement 11592;HV2 Bus 346;NULL;p;HV2;3
EHV Measurement 11593;HV2 Bus 346;NULL;q;HV2;3
EHV Measurement 11594;HV2 Bus 346;NULL;v;HV2;3
EHV Measurement 11595;HV2 Bus 302;NULL;p;HV2;3
EHV Measurement 11596;HV2 Bus 302;NULL;q;HV2;3
EHV Measurement 11597;HV2 Bus 302;NULL;v;HV2;3
EHV Measurement 11598;HV2 Bus 172;NULL;p;HV2;3
EHV Measurement 11599;HV2 Bus 172;NULL;q;HV2;3
EHV Measurement 11600;HV2 Bus 172;NULL;v;HV2;3
EHV Measurement 11601;HV2 Bus 14;NULL;p;HV2;3
EHV Measurement 11602;HV2 Bus 14;NULL;q;HV2;3
EHV Measurement 11603;HV2 Bus 14;NULL;v;HV2;3
EHV Measurement 11604;HV2 Bus 317;NULL;p;HV2;3
EHV Measurement 11605;HV2 Bus 317;NULL;q;HV2;3
EHV Measurement 11606;HV2 Bus 317;NULL;v;HV2;3
EHV Measurement 11607;EHV Bus 1866;NULL;p;EHV1_HV2;1
EHV Measurement 11608;EHV Bus 1866;NULL;q;EHV1_HV2;1
EHV Measurement 11609;EHV Bus 1866;NULL;v;EHV1_HV2;1
EHV Measurement 11610;HV2 Bus 72;NULL;p;HV2;3
EHV Measurement 11611;HV2 Bus 72;NULL;q;HV2;3
EHV Measurement 11612;HV2 Bus 72;NULL;v;HV2;3
EHV Measurement 11613;HV2 Bus 207;NULL;p;HV2;3
EHV Measurement 11614;HV2 Bus 207;NULL;q;HV2;3
EHV Measurement 11615;HV2 Bus 207;NULL;v;HV2;3
EHV Measurement 11616;HV2 Bus 196;NULL;p;HV2;3
EHV Measurement 11617;HV2 Bus 196;NULL;q;HV2;3
EHV Measurement 11618;HV2 Bus 196;NULL;v;HV2;3
EHV Measurement 11619;HV2 Bus 96;NULL;p;HV2;3
EHV Measurement 11620;HV2 Bus 96;NULL;q;HV2;3
EHV Measurement 11621;HV2 Bus 96;NULL;v;HV2;3
EHV Measurement 11622;HV2 Bus 168;NULL;p;HV2;3
EHV Measurement 11623;HV2 Bus 168;NULL;q;HV2;3
EHV Measurement 11624;HV2 Bus 168;NULL;v;HV2;3
EHV Measurement 11625;HV2 Bus 37;NULL;p;HV2;3
EHV Measurement 11626;HV2 Bus 37;NULL;q;HV2;3
EHV Measurement 11627;HV2 Bus 37;NULL;v;HV2;3
EHV Measurement 11628;HV2 Bus 141;NULL;p;HV2;3
EHV Measurement 11629;HV2 Bus 141;NULL;q;HV2;3
EHV Measurement 11630;HV2 Bus 141;NULL;v;HV2;3
EHV Measurement 11631;HV2 Bus 275;NULL;p;HV2;3
EHV Measurement 11632;HV2 Bus 275;NULL;q;HV2;3
EHV Measurement 11633;HV2 Bus 275;NULL;v;HV2;3
EHV Measurement 11634;HV2 Bus 241;NULL;p;HV2;3
EHV Measurement 11635;HV2 Bus 241;NULL;q;HV2;3
EHV Measurement 11636;HV2 Bus 241;NULL;v;HV2;3
EHV Measurement 11637;HV2 Bus 74;NULL;p;HV2;3
EHV Measurement 11638;HV2 Bus 74;NULL;q;HV2;3
EHV Measurement 11639;HV2 Bus 74;NULL;v;HV2;3
EHV Measurement 11640;HV2 Bus 237;NULL;p;HV2;3
EHV Measurement 11641;HV2 Bus 237;NULL;q;HV2;3
EHV Measurement 11642;HV2 Bus 237;NULL;v;HV2;3
EHV Measurement 11643;HV2 Bus 115;NULL;p;HV2;3
EHV Measurement 11644;HV2 Bus 115;NULL;q;HV2;3
EHV Measurement 11645;HV2 Bus 115;NULL;v;HV2;3
EHV Measurement 11646;HV2 Bus 32;NULL;p;HV2;3
EHV Measurement 11647;HV2 Bus 32;NULL;q;HV2;3
EHV Measurement 11648;HV2 Bus 32;NULL;v;HV2;3
EHV Measurement 11649;HV2 Bus 290;NULL;p;HV2;3
EHV Measurement 11650;HV2 Bus 290;NULL;q;HV2;3
EHV Measurement 11651;HV2 Bus 290;NULL;v;HV2;3
EHV Measurement 11652;HV2 Bus 187;NULL;p;HV2;3
EHV Measurement 11653;HV2 Bus 187;NULL;q;HV2;3
EHV Measurement 11654;HV2 Bus 187;NULL;v;HV2;3
EHV Measurement 11655;HV2 Bus 313;NULL;p;HV2;3
EHV Measurement 11656;HV2 Bus 313;NULL;q;HV2;3
EHV Measurement 11657;HV2 Bus 313;NULL;v;HV2;3
EHV Measurement 11658;HV2 Bus 43;NULL;p;HV2;3
EHV Measurement 11659;HV2 Bus 43;NULL;q;HV2;3
EHV Measurement 11660;HV2 Bus 43;NULL;v;HV2;3
EHV Measurement 11661;HV2 Bus 106;NULL;p;HV2;3
EHV Measurement 11662;HV2 Bus 106;NULL;q;HV2;3
EHV Measurement 11663;HV2 Bus 106;NULL;v;HV2;3
EHV Measurement 11664;HV2 Bus 40;NULL;p;HV2;3
EHV Measurement 11665;HV2 Bus 40;NULL;q;HV2;3
EHV Measurement 11666;HV2 Bus 40;NULL;v;HV2;3
EHV Measurement 11667;HV2 Bus 336;NULL;p;HV2;3
EHV Measurement 11668;HV2 Bus 336;NULL;q;HV2;3
EHV Measurement 11669;HV2 Bus 336;NULL;v;HV2;3
EHV Measurement 11670;HV2 Bus 132;NULL;p;HV2;3
EHV Measurement 11671;HV2 Bus 132;NULL;q;HV2;3
EHV Measurement 11672;HV2 Bus 132;NULL;v;HV2;3
EHV Measurement 11673;HV2 Bus 263;NULL;p;HV2;3
EHV Measurement 11674;HV2 Bus 263;NULL;q;HV2;3
EHV Measurement 11675;HV2 Bus 263;NULL;v;HV2;3
EHV Measurement 11676;HV2 Bus 214;NULL;p;HV2;3
EHV Measurement 11677;HV2 Bus 214;NULL;q;HV2;3
EHV Measurement 11678;HV2 Bus 214;NULL;v;HV2;3
EHV Measurement 11679;HV2 Bus 113;NULL;p;HV2;3
EHV Measurement 11680;HV2 Bus 113;NULL;q;HV2;3
EHV Measurement 11681;HV2 Bus 113;NULL;v;HV2;3
EHV Measurement 11682;HV2 Bus 325;NULL;p;HV2;3
EHV Measurement 11683;HV2 Bus 325;NULL;q;HV2;3
EHV Measurement 11684;HV2 Bus 325;NULL;v;HV2;3
EHV Measurement 11685;HV2 Bus 1;NULL;p;HV2;3
EHV Measurement 11686;HV2 Bus 1;NULL;q;HV2;3
EHV Measurement 11687;HV2 Bus 1;NULL;v;HV2;3
EHV Measurement 11688;HV2 Bus 193;NULL;p;HV2;3
EHV Measurement 11689;HV2 Bus 193;NULL;q;HV2;3
EHV Measurement 11690;HV2 Bus 193;NULL;v;HV2;3
EHV Measurement 11691;EHV Bus 3093;NULL;p;HV2;1
EHV Measurement 11692;EHV Bus 3093;NULL;q;HV2;1
EHV Measurement 11693;EHV Bus 3093;NULL;v;HV2;1
EHV Measurement 11694;HV2 Bus 45;NULL;p;HV2;3
EHV Measurement 11695;HV2 Bus 45;NULL;q;HV2;3
EHV Measurement 11696;HV2 Bus 45;NULL;v;HV2;3
EHV Measurement 11697;HV2 Bus 252;NULL;p;HV2;3
EHV Measurement 11698;HV2 Bus 252;NULL;q;HV2;3
EHV Measurement 11699;HV2 Bus 252;NULL;v;HV2;3
EHV Measurement 11700;HV2 Bus 180;NULL;p;HV2;3
EHV Measurement 11701;HV2 Bus 180;NULL;q;HV2;3
EHV Measurement 11702;HV2 Bus 180;NULL;v;HV2;3
EHV Measurement 11703;HV2 Bus 25;NULL;p;HV2;3
