id;node;type;profile;calc_type;pRES;qRES;sR;subnet;voltLvl
LV5.418 SGen 2;LV5.418 Bus 90;PV;PV5;pq;0.01127;0;0.01127;LV5.418;7
LV5.418 SGen 4;LV5.418 Bus 7;PV;PV6;pq;0.00784;0;0.00784;LV5.418;7
LV5.418 SGen 6;LV5.418 Bus 4;PV;PV5;pq;0.05124;0;0.05124;LV5.418;7
LV5.418 SGen 8;LV5.418 Bus 20;PV;PV8;pq;0.0076;0;0.0076;LV5.418;7
LV5.418 SGen 9;LV5.418 Bus 16;PV;PV8;pq;0.0055;0;0.0055;LV5.418;7
LV5.419 SGen 3;LV5.419 Bus 55;PV;PV2;pq;0.00825;0;0.00825;LV5.419;7
LV5.419 SGen 5;LV5.419 Bus 63;PV;PV2;pq;0.025;0;0.025;LV5.419;7
LV5.419 SGen 7;LV5.419 Bus 80;PV;PV5;pq;0.01696;0;0.01696;LV5.419;7
LV5.419 SGen 1;LV5.419 Bus 104;PV;PV6;pq;0.00345;0;0.00345;LV5.419;7
LV5.419 SGen 2;LV5.419 Bus 90;PV;PV5;pq;0.01127;0;0.01127;LV5.419;7
LV5.419 SGen 4;LV5.419 Bus 7;PV;PV6;pq;0.00784;0;0.00784;LV5.419;7
LV5.419 SGen 6;LV5.419 Bus 4;PV;PV5;pq;0.05124;0;0.05124;LV5.419;7
LV5.419 SGen 8;LV5.419 Bus 20;PV;PV8;pq;0.0076;0;0.0076;LV5.419;7
LV5.419 SGen 9;LV5.419 Bus 16;PV;PV8;pq;0.0055;0;0.0055;LV5.419;7
LV5.420 SGen 3;LV5.420 Bus 55;PV;PV2;pq;0.00825;0;0.00825;LV5.420;7
LV5.420 SGen 5;LV5.420 Bus 63;PV;PV2;pq;0.025;0;0.025;LV5.420;7
LV5.420 SGen 7;LV5.420 Bus 80;PV;PV5;pq;0.01696;0;0.01696;LV5.420;7
LV5.420 SGen 1;LV5.420 Bus 104;PV;PV6;pq;0.00345;0;0.00345;LV5.420;7
LV5.420 SGen 2;LV5.420 Bus 90;PV;PV5;pq;0.01127;0;0.01127;LV5.420;7
LV5.420 SGen 4;LV5.420 Bus 7;PV;PV6;pq;0.00784;0;0.00784;LV5.420;7
LV5.420 SGen 6;LV5.420 Bus 4;PV;PV5;pq;0.05124;0;0.05124;LV5.420;7
LV5.420 SGen 8;LV5.420 Bus 20;PV;PV8;pq;0.0076;0;0.0076;LV5.420;7
LV5.420 SGen 9;LV5.420 Bus 16;PV;PV8;pq;0.0055;0;0.0055;LV5.420;7
LV5.421 SGen 3;LV5.421 Bus 55;PV;PV2;pq;0.00825;0;0.00825;LV5.421;7
LV5.421 SGen 5;LV5.421 Bus 63;PV;PV2;pq;0.025;0;0.025;LV5.421;7
LV5.421 SGen 7;LV5.421 Bus 80;PV;PV5;pq;0.01696;0;0.01696;LV5.421;7
LV5.421 SGen 1;LV5.421 Bus 104;PV;PV6;pq;0.00345;0;0.00345;LV5.421;7
LV5.421 SGen 2;LV5.421 Bus 90;PV;PV5;pq;0.01127;0;0.01127;LV5.421;7
LV5.421 SGen 4;LV5.421 Bus 7;PV;PV6;pq;0.00784;0;0.00784;LV5.421;7
LV5.421 SGen 6;LV5.421 Bus 4;PV;PV5;pq;0.05124;0;0.05124;LV5.421;7
LV5.421 SGen 8;LV5.421 Bus 20;PV;PV8;pq;0.0076;0;0.0076;LV5.421;7
LV5.421 SGen 9;LV5.421 Bus 16;PV;PV8;pq;0.0055;0;0.0055;LV5.421;7
LV5.422 SGen 3;LV5.422 Bus 55;PV;PV2;pq;0.00825;0;0.00825;LV5.422;7
LV5.422 SGen 5;LV5.422 Bus 63;PV;PV2;pq;0.025;0;0.025;LV5.422;7
LV5.422 SGen 7;LV5.422 Bus 80;PV;PV5;pq;0.01696;0;0.01696;LV5.422;7
LV5.422 SGen 1;LV5.422 Bus 104;PV;PV6;pq;0.00345;0;0.00345;LV5.422;7
LV5.422 SGen 2;LV5.422 Bus 90;PV;PV5;pq;0.01127;0;0.01127;LV5.422;7
LV5.422 SGen 4;LV5.422 Bus 7;PV;PV6;pq;0.00784;0;0.00784;LV5.422;7
LV5.422 SGen 6;LV5.422 Bus 4;PV;PV5;pq;0.05124;0;0.05124;LV5.422;7
LV5.422 SGen 8;LV5.422 Bus 20;PV;PV8;pq;0.0076;0;0.0076;LV5.422;7
LV5.422 SGen 9;LV5.422 Bus 16;PV;PV8;pq;0.0055;0;0.0055;LV5.422;7
LV6.401 SGen 1;LV6.401 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.401;7
LV6.401 SGen 2;LV6.401 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.401;7
LV6.401 SGen 3;LV6.401 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.401;7
LV6.401 SGen 4;LV6.401 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.401;7
LV6.401 SGen 5;LV6.401 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.401;7
LV6.402 SGen 1;LV6.402 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.402;7
LV6.402 SGen 2;LV6.402 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.402;7
LV6.402 SGen 3;LV6.402 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.402;7
LV6.402 SGen 4;LV6.402 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.402;7
LV6.402 SGen 5;LV6.402 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.402;7
LV6.403 SGen 1;LV6.403 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.403;7
LV6.403 SGen 2;LV6.403 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.403;7
LV6.403 SGen 3;LV6.403 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.403;7
LV6.403 SGen 4;LV6.403 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.403;7
LV6.403 SGen 5;LV6.403 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.403;7
LV6.404 SGen 1;LV6.404 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.404;7
LV6.404 SGen 2;LV6.404 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.404;7
LV6.404 SGen 3;LV6.404 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.404;7
LV6.404 SGen 4;LV6.404 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.404;7
LV6.404 SGen 5;LV6.404 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.404;7
LV6.405 SGen 1;LV6.405 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.405;7
LV6.405 SGen 2;LV6.405 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.405;7
LV6.405 SGen 3;LV6.405 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.405;7
LV6.405 SGen 4;LV6.405 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.405;7
LV6.405 SGen 5;LV6.405 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.405;7
LV6.406 SGen 1;LV6.406 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.406;7
LV6.406 SGen 2;LV6.406 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.406;7
LV6.406 SGen 3;LV6.406 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.406;7
LV6.406 SGen 4;LV6.406 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.406;7
LV6.406 SGen 5;LV6.406 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.406;7
LV6.407 SGen 1;LV6.407 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.407;7
LV6.407 SGen 2;LV6.407 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.407;7
LV6.407 SGen 3;LV6.407 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.407;7
LV6.407 SGen 4;LV6.407 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.407;7
LV6.407 SGen 5;LV6.407 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.407;7
LV6.408 SGen 1;LV6.408 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.408;7
LV6.408 SGen 2;LV6.408 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.408;7
LV6.408 SGen 3;LV6.408 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.408;7
LV6.408 SGen 4;LV6.408 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.408;7
LV6.408 SGen 5;LV6.408 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.408;7
LV6.409 SGen 1;LV6.409 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.409;7
LV6.409 SGen 2;LV6.409 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.409;7
LV6.409 SGen 3;LV6.409 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.409;7
LV6.409 SGen 4;LV6.409 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.409;7
LV6.409 SGen 5;LV6.409 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.409;7
LV6.410 SGen 1;LV6.410 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.410;7
LV6.410 SGen 2;LV6.410 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.410;7
LV6.410 SGen 3;LV6.410 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.410;7
LV6.410 SGen 4;LV6.410 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.410;7
LV6.410 SGen 5;LV6.410 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.410;7
LV6.411 SGen 1;LV6.411 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.411;7
LV6.411 SGen 2;LV6.411 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.411;7
LV6.411 SGen 3;LV6.411 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.411;7
LV6.411 SGen 4;LV6.411 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.411;7
LV6.411 SGen 5;LV6.411 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.411;7
LV6.412 SGen 1;LV6.412 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.412;7
LV6.412 SGen 2;LV6.412 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.412;7
LV6.412 SGen 3;LV6.412 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.412;7
LV6.412 SGen 4;LV6.412 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.412;7
LV6.412 SGen 5;LV6.412 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.412;7
LV6.413 SGen 1;LV6.413 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.413;7
LV6.413 SGen 2;LV6.413 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.413;7
LV6.413 SGen 3;LV6.413 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.413;7
LV6.413 SGen 4;LV6.413 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.413;7
LV6.413 SGen 5;LV6.413 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.413;7
LV6.414 SGen 1;LV6.414 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.414;7
LV6.414 SGen 2;LV6.414 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.414;7
LV6.414 SGen 3;LV6.414 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.414;7
LV6.414 SGen 4;LV6.414 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.414;7
LV6.414 SGen 5;LV6.414 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.414;7
LV6.415 SGen 1;LV6.415 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.415;7
LV6.415 SGen 2;LV6.415 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.415;7
LV6.415 SGen 3;LV6.415 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.415;7
LV6.415 SGen 4;LV6.415 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.415;7
LV6.415 SGen 5;LV6.415 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.415;7
LV6.416 SGen 1;LV6.416 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.416;7
LV6.416 SGen 2;LV6.416 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.416;7
LV6.416 SGen 3;LV6.416 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.416;7
LV6.416 SGen 4;LV6.416 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.416;7
LV6.416 SGen 5;LV6.416 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.416;7
LV6.417 SGen 1;LV6.417 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.417;7
LV6.417 SGen 2;LV6.417 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.417;7
LV6.417 SGen 3;LV6.417 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.417;7
LV6.417 SGen 4;LV6.417 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.417;7
LV6.417 SGen 5;LV6.417 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.417;7
LV6.418 SGen 1;LV6.418 Bus 25;PV;PV8;pq;0.0052;0;0.0052;LV6.418;7
LV6.418 SGen 2;LV6.418 Bus 8;PV;PV2;pq;0.00783;0;0.00783;LV6.418;7
LV6.418 SGen 3;LV6.418 Bus 30;PV;PV6;pq;0.0147;0;0.0147;LV6.418;7
LV6.418 SGen 4;LV6.418 Bus 19;PV;PV5;pq;0.0252;0;0.0252;LV6.418;7
LV6.418 SGen 5;LV6.418 Bus 52;PV;PV8;pq;0.0042;0;0.0252;LV6.418;7
EHV Sgen 1;EHV Bus 1489;biomass;BM1;pq;16.5;0;17.7419;EHV1;1
EHV Sgen 2;EHV Bus 221;biomass;BM2;pq;20;0;21.5054;EHV1;1
EHV Sgen 3;EHV Bus 1739;biomass;BM3;pq;22;0;23.6559;EHV1;1
EHV Sgen 4;EHV Bus 1585;biomass;BM4;pq;20;0;21.5054;EHV1;1
EHV Sgen 5;EHV Bus 29;biomass;BM5;pq;20;0;21.5054;EHV1;1
EHV Sgen 6;EHV Bus 425;biomass;BM1;pq;14;0;15.0538;EHV1;1
EHV Sgen 7;EHV Bus 1921;biomass;BM2;pq;78;0;83.871;EHV1;1
EHV Sgen 8;EHV Bus 389;biomass;BM3;pq;15.1;0;16.2366;EHV1;1
EHV Sgen 9;EHV Bus 223;biomass;BM4;pq;17.8;0;19.1398;EHV1;1
EHV Sgen 10;EHV Bus 3;biomass;BM5;pq;22;0;23.6559;EHV1;1
EHV Sgen 11;EHV Bus 1673;biomass;BM1;pq;40;0;43.0108;EHV1;1
EHV Sgen 12;EHV Bus 1505;biomass;BM2;pq;12.3;0;13.2258;EHV1;1
EHV Sgen 13;EHV Bus 1575;biomass;BM3;pq;15;0;16.129;EHV1;1
EHV Sgen 14;EHV Bus 1637;biomass;BM4;pq;13.3;0;14.3011;EHV1;1
EHV Sgen 15;EHV Bus 421;biomass;BM5;pq;14;0;15.0538;EHV1;1
EHV Sgen 16;EHV Bus 95;biomass;BM1;pq;18.1;0;19.4624;EHV1;1
EHV Sgen 17;EHV Bus 1829;biomass;BM2;pq;10;0;10.7527;EHV1;1
EHV Sgen 18;EHV Bus 487;run of river;Hydro1;pq;79.5;0;85.4839;EHV1;1
EHV Sgen 19;EHV Bus 505;run of river;Hydro2;pq;40.4;0;43.4409;EHV1;1
EHV Sgen 20;EHV Bus 267;run of river;Hydro3;pq;36.8;0;39.5699;EHV1;1
EHV Sgen 21;EHV Bus 469;run of river;Hydro1;pq;10.3;0;11.0753;EHV1;1
EHV Sgen 22;EHV Bus 487;run of river;Hydro2;pq;24;0;25.8065;EHV1;1
EHV Sgen 23;EHV Bus 349;run of river;Hydro3;pq;9.7;0;10.4301;EHV1;1
EHV Sgen 24;EHV Bus 365;run of river;Hydro1;pq;36.5;0;39.2473;EHV1;1
EHV Sgen 25;EHV Bus 499;run of river;Hydro2;pq;17.8;0;19.1398;EHV1;1
EHV Sgen 26;EHV Bus 1931;run of river;Hydro3;pq;22;0;23.6559;EHV1;1
EHV Sgen 27;EHV Bus 1733;run of river;Hydro1;pq;25;0;26.8817;EHV1;1
EHV Sgen 28;EHV Bus 1915;run of river;Hydro2;pq;66;0;70.9677;EHV1;1
EHV Sgen 29;EHV Bus 1931;run of river;Hydro3;pq;148;0;159.14;EHV1;1
EHV Sgen 30;EHV Bus 343;run of river;Hydro1;pq;16.7;0;17.957;EHV1;1
EHV Sgen 31;EHV Bus 501;run of river;Hydro2;pq;50;0;53.7634;EHV1;1
EHV Sgen 32;EHV Bus 437;run of river;Hydro3;pq;19;0;20.4301;EHV1;1
EHV Sgen 33;EHV Bus 469;run of river;Hydro1;pq;10.1;0;10.8602;EHV1;1
EHV Sgen 34;EHV Bus 469;run of river;Hydro2;pq;19.2;0;20.6452;EHV1;1
EHV Sgen 35;EHV Bus 349;run of river;Hydro3;pq;11.3;0;12.1505;EHV1;1
EHV Sgen 36;EHV Bus 343;run of river;Hydro1;pq;12;0;12.9032;EHV1;1
EHV Sgen 37;EHV Bus 1829;run of river;Hydro2;pq;22.3;0;23.9785;EHV1;1
EHV Sgen 38;EHV Bus 503;run of river;Hydro3;pq;26.1;0;28.0645;EHV1;1
EHV Sgen 39;EHV Bus 1733;run of river;Hydro1;pq;36.6;0;39.3548;EHV1;1
EHV Sgen 40;EHV Bus 1733;run of river;Hydro2;pq;30;0;32.2581;EHV1;1
EHV Sgen 41;EHV Bus 349;run of river;Hydro3;pq;11.9;0;12.7957;EHV1;1
EHV Sgen 42;EHV Bus 505;run of river;Hydro1;pq;53.7;0;57.7419;EHV1;1
EHV Sgen 43;EHV Bus 505;run of river;Hydro2;pq;43.2;0;46.4516;EHV1;1
EHV Sgen 44;EHV Bus 503;run of river;Hydro3;pq;19.4;0;20.8602;EHV1;1
EHV Sgen 45;EHV Bus 479;run of river;Hydro1;pq;46.7;0;50.2151;EHV1;1
EHV Sgen 46;EHV Bus 479;run of river;Hydro2;pq;30;0;32.2581;EHV1;1
EHV Sgen 47;EHV Bus 1733;run of river;Hydro3;pq;35.1;0;37.7419;EHV1;1
EHV Sgen 48;EHV Bus 1733;run of river;Hydro1;pq;38.2;0;41.0753;EHV1;1
EHV Sgen 49;EHV Bus 343;run of river;Hydro2;pq;12;0;12.9032;EHV1;1
EHV Sgen 50;EHV Bus 343;run of river;Hydro3;pq;12.2;0;13.1183;EHV1;1
EHV Sgen 51;EHV Bus 251;run of river;Hydro1;pq;24;0;25.8065;EHV1;1
EHV Sgen 52;EHV Bus 343;run of river;Hydro2;pq;12.4;0;13.3333;EHV1;1
EHV Sgen 53;EHV Bus 469;run of river;Hydro3;pq;10.5;0;11.2903;EHV1;1
EHV Sgen 54;EHV Bus 469;run of river;Hydro1;pq;16.6;0;17.8495;EHV1;1
EHV Sgen 55;EHV Bus 1733;run of river;Hydro2;pq;25;0;26.8817;EHV1;1
EHV Sgen 56;EHV Bus 503;run of river;Hydro3;pq;23.2;0;24.9462;EHV1;1
EHV Sgen 57;EHV Bus 499;run of river;Hydro1;pq;18;0;19.3548;EHV1;1
EHV Sgen 58;EHV Bus 503;run of river;Hydro2;pq;85.3;0;91.7204;EHV1;1
EHV Sgen 59;EHV Bus 367;run of river;Hydro3;pq;12.6;0;13.5484;EHV1;1
EHV Sgen 60;EHV Bus 1829;run of river;Hydro1;pq;25;0;26.8817;EHV1;1
EHV Sgen 61;EHV Bus 1733;wind onshore;WP6;pq;24.1;0;25.914;EHV1;1
EHV Sgen 62;EHV Bus 467;wind onshore;WP12;pq;25.3;0;27.2043;EHV1;1
EHV Sgen 63;EHV Bus 99;wind onshore;WP6;pq;36;0;38.7097;EHV1;1
EHV Sgen 64;EHV Bus 99;wind onshore;WP6;pq;16.5;0;17.7419;EHV1;1
EHV Sgen 65;EHV Bus 45;wind onshore;WP5;pq;53.6;0;57.6344;EHV1;1
EHV Sgen 66;EHV Bus 221;wind onshore;WP6;pq;21.9;0;23.5484;EHV1;1
EHV Sgen 67;EHV Bus 115;wind onshore;WP6;pq;30;0;32.2581;EHV1;1
EHV Sgen 68;EHV Bus 115;wind onshore;WP6;pq;14;0;15.0538;EHV1;1
EHV Sgen 69;EHV Bus 1639;wind onshore;WP6;pq;12;0;12.9032;EHV1;1
EHV Sgen 70;EHV Bus 53;wind onshore;WP10;pq;52.8;0;56.7742;EHV1;1
EHV Sgen 71;EHV Bus 1637;wind onshore;WP6;pq;33.5;0;36.0215;EHV1;1
EHV Sgen 72;EHV Bus 101;wind onshore;WP6;pq;10.5;0;11.2903;EHV1;1
EHV Sgen 73;EHV Bus 95;wind onshore;WP6;pq;16.9;0;18.172;EHV1;1
EHV Sgen 74;EHV Bus 103;wind onshore;WP6;pq;13.5;0;14.5161;EHV1;1
EHV Sgen 75;EHV Bus 455;wind onshore;WP6;pq;12;0;12.9032;EHV1;1
EHV Sgen 76;EHV Bus 1865;wind onshore;WP8;pq;36;0;38.7097;EHV1;1
EHV Sgen 77;EHV Bus 31;wind onshore;WP8;pq;25;0;26.8817;EHV1;1
EHV Sgen 78;EHV Bus 455;wind onshore;WP5;pq;27.2;0;29.2473;EHV1;1
EHV Sgen 79;EHV Bus 101;wind onshore;WP6;pq;15.4;0;16.5591;EHV1;1
EHV Sgen 80;EHV Bus 61;wind onshore;WP6;pq;14;0;15.0538;EHV1;1
EHV Sgen 81;EHV Bus 455;wind onshore;WP6;pq;12;0;12.9032;EHV1;1
EHV Sgen 82;EHV Bus 407;wind onshore;WP9;pq;25.8;0;27.7419;EHV1;1
EHV Sgen 83;EHV Bus 221;wind onshore;WP6;pq;48;0;51.6129;EHV1;1
EHV Sgen 84;EHV Bus 161;wind onshore;WP11;pq;23;0;24.7312;EHV1;1
EHV Sgen 85;EHV Bus 369;wind onshore;WP9;pq;89.5;0;96.2366;EHV1;1
EHV Sgen 86;EHV Bus 103;wind onshore;WP6;pq;40;0;43.0108;EHV1;1
EHV Sgen 87;EHV Bus 1905;wind onshore;WP7;pq;119.6;0;128.602;EHV1;1
EHV Sgen 88;EHV Bus 99;wind onshore;WP6;pq;20;0;21.5054;EHV1;1
EHV Sgen 89;EHV Bus 99;wind onshore;WP6;pq;20;0;21.5054;EHV1;1
EHV Sgen 90;EHV Bus 57;wind onshore;WP10;pq;10;0;10.7527;EHV1;1
EHV Sgen 91;EHV Bus 1817;wind onshore;WP5;pq;12;0;12.9032;EHV1;1
EHV Sgen 92;EHV Bus 57;wind onshore;WP10;pq;20;0;21.5054;EHV1;1
EHV Sgen 93;EHV Bus 67;wind onshore;WP5;pq;16.9;0;18.172;EHV1;1
EHV Sgen 94;EHV Bus 67;wind onshore;WP5;pq;20;0;21.5054;EHV1;1
EHV Sgen 95;EHV Bus 67;wind onshore;WP5;pq;20;0;21.5054;EHV1;1
EHV Sgen 96;EHV Bus 67;wind onshore;WP5;pq;10;0;10.7527;EHV1;1
EHV Sgen 97;EHV Bus 299;wind onshore;WP9;pq;26.1;0;28.0645;EHV1;1
EHV Sgen 98;EHV Bus 15;wind onshore;WP6;pq;27;0;29.0323;EHV1;1
EHV Sgen 99;EHV Bus 15;wind onshore;WP6;pq;10;0;10.7527;EHV1;1
EHV Sgen 100;EHV Bus 251;wind onshore;WP12;pq;11.8;0;12.6882;EHV1;1
EHV Sgen 101;EHV Bus 1763;wind onshore;WP11;pq;15;0;16.129;EHV1;1
EHV Sgen 102;EHV Bus 363;wind onshore;WP6;pq;20.3;0;21.828;EHV1;1
EHV Sgen 103;EHV Bus 512;wind onshore;WP11;pq;14.4;0;15.4839;EHV1;1
EHV Sgen 104;EHV Bus 53;wind onshore;WP10;pq;12;0;12.9032;EHV1;1
EHV Sgen 105;EHV Bus 1815;wind onshore;WP6;pq;26.4;0;28.3871;EHV1;1
EHV Sgen 106;EHV Bus 1487;wind onshore;WP10;pq;12;0;12.9032;EHV1;1
EHV Sgen 107;EHV Bus 1739;wind onshore;WP9;pq;58.1;0;62.4731;EHV1;1
EHV Sgen 108;EHV Bus 1739;wind onshore;WP9;pq;15;0;16.129;EHV1;1
EHV Sgen 109;EHV Bus 99;wind onshore;WP6;pq;62;0;66.6667;EHV1;1
EHV Sgen 110;EHV Bus 115;wind onshore;WP6;pq;12;0;12.9032;EHV1;1
EHV Sgen 111;EHV Bus 1741;wind onshore;WP9;pq;10;0;10.7527;EHV1;1
EHV Sgen 112;EHV Bus 53;wind onshore;WP10;pq;16.5;0;17.7419;EHV1;1
EHV Sgen 113;EHV Bus 57;wind onshore;WP10;pq;27;0;29.0323;EHV1;1
EHV Sgen 114;EHV Bus 57;wind onshore;WP10;pq;42;0;45.1613;EHV1;1
EHV Sgen 115;EHV Bus 101;wind onshore;WP6;pq;76.5;0;82.2581;EHV1;1
EHV Sgen 116;EHV Bus 303;wind onshore;WP12;pq;22.4;0;24.086;EHV1;1
EHV Sgen 117;EHV Bus 1715;wind onshore;WP12;pq;11.5;0;12.3656;EHV1;1
EHV Sgen 118;EHV Bus 101;wind onshore;WP6;pq;4;0;4.30108;EHV1;1
EHV Sgen 119;EHV Bus 101;wind onshore;WP6;pq;9.9;0;10.6452;EHV1;1
EHV Sgen 120;EHV Bus 509;wind onshore;WP6;pq;23;0;24.7312;EHV1;1
EHV Sgen 121;EHV Bus 375;wind onshore;WP6;pq;18.4;0;19.7849;EHV1;1
EHV Sgen 122;EHV Bus 49;wind onshore;WP10;pq;68;0;73.1183;EHV1;1
EHV Sgen 123;EHV Bus 39;wind onshore;WP8;pq;12.6;0;13.5484;EHV1;1
EHV Sgen 124;EHV Bus 39;wind onshore;WP8;pq;16.2;0;17.4194;EHV1;1
EHV Sgen 125;EHV Bus 1817;wind onshore;WP5;pq;41.1;0;44.1935;EHV1;1
EHV Sgen 126;EHV Bus 117;wind onshore;WP12;pq;29.5;0;31.7204;EHV1;1
EHV Sgen 127;EHV Bus 53;wind onshore;WP10;pq;13.8;0;14.8387;EHV1;1
EHV Sgen 128;EHV Bus 53;wind onshore;WP10;pq;13.8;0;14.8387;EHV1;1
EHV Sgen 129;EHV Bus 53;wind onshore;WP10;pq;13.8;0;14.8387;EHV1;1
EHV Sgen 130;EHV Bus 357;wind onshore;WP6;pq;40.5;0;43.5484;EHV1;1
EHV Sgen 131;EHV Bus 1639;wind onshore;WP3;pq;64.6;0;69.4624;EHV1;1
EHV Sgen 132;EHV Bus 101;wind onshore;WP6;pq;40;0;43.0108;EHV1;1
EHV Sgen 133;EHV Bus 53;wind onshore;WP10;pq;32;0;34.4086;EHV1;1
EHV Sgen 134;EHV Bus 99;wind onshore;WP6;pq;18.4;0;19.7849;EHV1;1
EHV Sgen 135;EHV Bus 1487;wind onshore;WP10;pq;10;0;10.7527;EHV1;1
EHV Sgen 136;EHV Bus 13;wind onshore;WP10;pq;16;0;17.2043;EHV1;1
EHV Sgen 137;EHV Bus 99;wind onshore;WP6;pq;12;0;12.9032;EHV1;1
EHV Sgen 138;EHV Bus 1687;wind onshore;WP12;pq;20;0;21.5054;EHV1;1
EHV Sgen 139;EHV Bus 125;wind onshore;WP12;pq;29.2;0;31.3978;EHV1;1
EHV Sgen 140;EHV Bus 1753;wind onshore;WP10;pq;75;0;80.6452;EHV1;1
