id;nodeA;nodeB;type;length;loadingMax;subnet;voltLvl
LV5.336 Line 102;LV5.336 Bus 76_2;LV5.336 Bus 105_1;NAYY 4x240SE 0.6/1kV;0.0251089;100;LV5.336;7
LV5.336 Line 57;LV5.336 Bus 74_1;LV5.336 Bus 51_2;NAYY 4x240SE 0.6/1kV;0.0219657;100;LV5.336;7
LV5.336 Line 94;LV5.336 Bus 12_1;LV5.336 Bus 60_1;NAYY 4x240SE 0.6/1kV;0.00182131;100;LV5.336;7
LV5.336 Line 106;LV5.336 Bus 84_2;LV5.336 Bus 73_4;NAYY 4x240SE 0.6/1kV;0.0131451;100;LV5.336;7
LV5.336 Line 69;LV5.336 Bus 80_1;LV5.336 Bus 18_1;NAYY 4x240SE 0.6/1kV;0.0017759;100;LV5.336;7
LV5.336 Line 55;LV5.336 Bus 79_2;LV5.336 Bus 21_1;NAYY 4x240SE 0.6/1kV;0.0259846;100;LV5.336;7
LV5.336 Line 12;LV5.336 Bus 102_2;LV5.336 Bus 69_2;NAYY 4x240SE 0.6/1kV;0.00473835;100;LV5.336;7
LV5.336 Line 83;LV5.336 Bus 52_1;LV5.336 Bus 22_2;NAYY 4x240SE 0.6/1kV;0.00510961;100;LV5.336;7
LV5.336 Line 82;LV5.336 Bus 11_1;LV5.336 Bus 107_2;NAYY 4x240SE 0.6/1kV;0.00544392;100;LV5.336;7
LV5.336 Line 38;LV5.336 Bus 101_1;LV5.336 Bus 20_1;NAYY 4x240SE 0.6/1kV;0.00992653;100;LV5.336;7
LV5.336 Line 84;LV5.336 Bus 38_1;LV5.336 Bus 63_2;NAYY 4x240SE 0.6/1kV;0.0489789;100;LV5.336;7
LV5.336 Line 17;LV5.336 Bus 42_1;LV5.336 Bus 87_2;NAYY 4x240SE 0.6/1kV;0.00286133;100;LV5.336;7
LV5.336 Line 95;LV5.336 Bus 21_2;LV5.336 Bus 76_3;NAYY 4x240SE 0.6/1kV;0.0281251;100;LV5.336;7
LV5.336 Line 28;LV5.336 Bus 47_1;LV5.336 Bus 30_2;NAYY 4x240SE 0.6/1kV;0.0377768;100;LV5.336;7
LV5.336 Line 70;LV5.336 Bus 64_2;LV5.336 Bus 96_2;NAYY 4x240SE 0.6/1kV;0.00263875;100;LV5.336;7
LV5.336 Line 91;LV5.336 Bus 2_2;LV5.336 Bus 46_2;NAYY 4x240SE 0.6/1kV;0.0220129;100;LV5.336;7
LV5.336 Line 14;LV5.336 Bus 89_1;LV5.336 Bus 29_2;NAYY 4x240SE 0.6/1kV;0.045296;100;LV5.336;7
LV5.336 Line 90;LV5.336 Bus 6_2;LV5.336 Bus 93_1;NAYY 4x240SE 0.6/1kV;0.00167204;100;LV5.336;7
LV5.336 Line 6;LV5.336 Bus 75_2;LV5.336 Bus 58_1;NAYY 4x240SE 0.6/1kV;0.0050064;100;LV5.336;7
LV5.336 Line 104;LV5.336 Bus 105_2;LV5.336 Bus 52_2;NAYY 4x240SE 0.6/1kV;0.00221503;100;LV5.336;7
LV5.336 Line 16;LV5.336 Bus 58_2;LV5.336 Bus 42_2;NAYY 4x240SE 0.6/1kV;0.0164234;100;LV5.336;7
LV5.336 Line 23;LV5.336 Bus 5_1;LV5.336 Bus 68_1;NAYY 4x240SE 0.6/1kV;0.00488535;100;LV5.336;7
LV5.336 Line 29;LV5.336 Bus 85_2;LV5.336 Bus 82_1;NAYY 4x240SE 0.6/1kV;0.0204277;100;LV5.336;7
LV5.336 Line 27;LV5.336 Bus 68_2;LV5.336 Bus 83_2;NAYY 4x240SE 0.6/1kV;0.0161277;100;LV5.336;7
LV5.336 Line 41;LV5.336 Bus 31_1;LV5.336 Bus 53_2;NAYY 4x240SE 0.6/1kV;0.00828244;100;LV5.336;7
LV5.336 Line 25;LV5.336 Bus 56_2;LV5.336 Bus 38_2;NAYY 4x240SE 0.6/1kV;0.0124821;100;LV5.336;7
LV5.336 Line 100;LV5.336 Bus 9_2;LV5.336 Bus 50_2;NAYY 4x240SE 0.6/1kV;0.0129061;100;LV5.336;7
LV5.336 Line 30;LV5.336 Bus 48_2;LV5.336 Bus 31_2;NAYY 4x240SE 0.6/1kV;0.00820054;100;LV5.336;7
LV5.336 Line 22;LV5.336 Bus 81_2;LV5.336 Bus 5_2;NAYY 4x240SE 0.6/1kV;0.0102382;100;LV5.336;7
LV5.336 Line 32;LV5.336 Bus 82_2;LV5.336 Bus 40_1;NAYY 4x240SE 0.6/1kV;0.0188563;100;LV5.336;7
LV5.336 Line 11;LV5.336 Bus 1_2;LV5.336 Bus 26_2;NAYY 4x240SE 0.6/1kV;0.00557129;100;LV5.336;7
LV5.336 Line 77;LV5.336 Bus 3_2;LV5.336 Bus 91_1;NAYY 4x240SE 0.6/1kV;0.00232237;100;LV5.336;7
LV5.336 Line 92;LV5.336 Bus 93_2;LV5.336 Bus 11_2;NAYY 4x240SE 0.6/1kV;0.0149219;100;LV5.336;7
LV5.336 Line 33;LV5.336 Bus 40_2;LV5.336 Bus 59_2;NAYY 4x240SE 0.6/1kV;0.0217875;100;LV5.336;7
LV5.336 Line 93;LV5.336 Bus 86_2;LV5.336 Bus 12_2;NAYY 4x240SE 0.6/1kV;0.0043578;100;LV5.336;7
LV5.336 Line 68;LV5.336 Bus 17_1;LV5.336 Bus 19_4;NAYY 4x240SE 0.6/1kV;0.037;100;LV5.336;7
LV5.336 Line 73;LV5.336 Bus 67_1;LV5.336 Bus 77_2;NAYY 4x240SE 0.6/1kV;0.0287121;100;LV5.336;7
LV5.336 Line 47;LV5.336 Bus 19_2;LV5.336 Bus 13_2;NAYY 4x240SE 0.6/1kV;0.0181601;100;LV5.336;7
LV5.336 Line 46;LV5.336 Bus 36_2;LV5.336 Bus 65_1;NAYY 4x240SE 0.6/1kV;0.00683612;100;LV5.336;7
LV5.336 Line 87;LV5.336 Bus 28_2;LV5.336 Bus 71_2;NAYY 4x240SE 0.6/1kV;0.00654022;100;LV5.336;7
LV5.336 Line 66;LV5.336 Bus 18_2;LV5.336 Bus 17_2;NAYY 4x240SE 0.6/1kV;0.00791441;100;LV5.336;7
LV5.336 Line 3;LV5.336 Bus 73_5;LV5.336 Bus 14_2;NAYY 4x240SE 0.6/1kV;0.030304;100;LV5.336;7
LV5.336 Line 36;LV5.336 Bus 92_2;LV5.336 Bus 101_2;NAYY 4x240SE 0.6/1kV;0.010188;100;LV5.336;7
LV5.336 Line 75;LV5.336 Bus 91_2;LV5.336 Bus 77_3;NAYY 4x240SE 0.6/1kV;0.0109137;100;LV5.336;7
LV5.336 Line 50;LV5.336 Bus 77_4;LV5.336 Bus 44_2;NAYY 4x240SE 0.6/1kV;0.0101795;100;LV5.336;7
LV5.336 Line 5;LV5.336 Bus 39_2;LV5.336 Bus 66_1;NAYY 4x240SE 0.6/1kV;0.0143698;100;LV5.336;7
LV5.336 Line 54;LV5.336 Bus 34_2;LV5.336 Bus 74_2;NAYY 4x240SE 0.6/1kV;0.0173762;100;LV5.336;7
LV5.336 Line 58;LV5.336 Bus 61_2;LV5.336 Bus 95_2;NAYY 4x240SE 0.6/1kV;0.0036937;100;LV5.336;7
LV5.336 Line 107;LV5.336 Bus 73_3;LV5.336 Bus 111_1;NAYY 4x240SE 0.6/1kV;0.04;100;LV5.336;7
LV5.336 Line 108;LV5.336 Bus 47_2;LV5.336 Bus 108_1;NAYY 4x240SE 0.6/1kV;0.033;100;LV5.336;7
LV5.336 Line 109;LV5.336 Bus 108_2;LV5.336 Bus 109_1;NAYY 4x240SE 0.6/1kV;0.027;100;LV5.336;7
LV5.336 Line 110;LV5.336 Bus 109_2;LV5.336 Bus 110_1;NAYY 4x240SE 0.6/1kV;0.041;100;LV5.336;7
LV5.336 Line 111;LV5.336 Bus 110_2;LV5.336 Bus 112_1;NAYY 4x240SE 0.6/1kV;0.031;100;LV5.336;7
LV5.336 Line 112;LV5.336 Bus 112_2;LV5.336 Bus 113_1;NAYY 4x240SE 0.6/1kV;0.028;100;LV5.336;7
LV5.337 Line 101;LV5.337 Bus 50_1;LV5.337 Bus 33_1;NAYY 4x240SE 0.6/1kV;0.0153312;100;LV5.337;7
LV5.337 Line 99;LV5.337 Bus 57_1;LV5.337 Bus 9_1;NAYY 4x240SE 0.6/1kV;0.0157523;100;LV5.337;7
LV5.337 Line 79;LV5.337 Bus 72_1;LV5.337 Bus 2_1;NAYY 4x240SE 0.6/1kV;0.0338129;100;LV5.337;7
LV5.337 Line 72;LV5.337 Bus 98_1;LV5.337 Bus 64_1;NAYY 4x240SE 0.6/1kV;0.00189914;100;LV5.337;7
LV5.337 Line 78;LV5.337 Bus 29_1;LV5.337 Bus 99_1;NAYY 4x240SE 0.6/1kV;0.00156586;100;LV5.337;7
LV5.337 Line 9;LV5.337 Bus 7_1;LV5.337 Bus 4_1;NAYY 4x240SE 0.6/1kV;0.00439896;100;LV5.337;7
LV5.337 Line 45;LV5.337 Bus 37_1;LV5.337 Bus 36_1;NAYY 4x240SE 0.6/1kV;0.00223482;100;LV5.337;7
LV5.337 Line 74;LV5.337 Bus 94_1;LV5.337 Bus 88_1;NAYY 4x240SE 0.6/1kV;0.00421724;100;LV5.337;7
LV5.337 Line 19;LV5.337 Bus 32_1;LV5.337 Bus 16_1;NAYY 4x240SE 0.6/1kV;0.0115943;100;LV5.337;7
LV5.337 Line 10;LV5.337 Bus 63_1;LV5.337 Bus 85_1;NAYY 4x240SE 0.6/1kV;0.0344866;100;LV5.337;7
LV5.337 Line 64;LV5.337 Bus 27_1;LV5.337 Bus 54_1;NAYY 4x240SE 0.6/1kV;0.00314803;100;LV5.337;7
LV5.337 Line 8;LV5.337 Bus 70_1;LV5.337 Bus 72_2;NAYY 4x240SE 0.6/1kV;0.0228449;100;LV5.337;7
LV5.337 Line 103;LV5.337 Bus 33_2;LV5.337 Bus 32_2;NAYY 4x240SE 0.6/1kV;0.011354;100;LV5.337;7
LV5.337 Line 88;LV5.337 Bus 76_1;LV5.337 Bus 104_1;NAYY 4x240SE 0.6/1kV;0.0185855;100;LV5.337;7
LV5.337 Line 26;LV5.337 Bus 51_1;LV5.337 Bus 73_7;NAYY 4x240SE 0.6/1kV;0.098;100;LV5.337;7
LV5.337 Line 61;LV5.337 Bus 97_1;LV5.337 Bus 34_1;NAYY 4x240SE 0.6/1kV;0.014766;100;LV5.337;7
LV5.337 Line 53;LV5.337 Bus 77_1;LV5.337 Bus 37_2;NAYY 4x240SE 0.6/1kV;0.0337731;100;LV5.337;7
LV5.337 Line 52;LV5.337 Bus 107_1;LV5.337 Bus 10_1;NAYY 4x240SE 0.6/1kV;0.00980013;100;LV5.337;7
LV5.337 Line 21;LV5.337 Bus 8_1;LV5.337 Bus 81_1;NAYY 4x240SE 0.6/1kV;0.00282037;100;LV5.337;7
LV5.337 Line 7;LV5.337 Bus 4_2;LV5.337 Bus 70_2;NAYY 4x240SE 0.6/1kV;0.0333523;100;LV5.337;7
LV5.337 Line 71;LV5.337 Bus 23_1;LV5.337 Bus 98_2;NAYY 4x240SE 0.6/1kV;0.00648856;100;LV5.337;7
LV5.337 Line 44;LV5.337 Bus 55_1;LV5.337 Bus 15_1;NAYY 4x240SE 0.6/1kV;0.00743191;100;LV5.337;7
LV5.337 Line 51;LV5.337 Bus 44_1;LV5.337 Bus 23_2;NAYY 4x240SE 0.6/1kV;0.0182324;100;LV5.337;7
LV5.337 Line 48;LV5.337 Bus 19_1;LV5.337 Bus 61_1;NAYY 4x240SE 0.6/1kV;0.0118531;100;LV5.337;7
LV5.337 Line 89;LV5.337 Bus 104_2;LV5.337 Bus 6_1;NAYY 4x240SE 0.6/1kV;0.0111411;100;LV5.337;7
LV5.337 Line 39;LV5.337 Bus 30_1;LV5.337 Bus 73_6;NAYY 4x240SE 0.6/1kV;0.09;100;LV5.337;7
LV5.337 Line 105;LV5.337 Bus 16_2;LV5.337 Bus 84_1;NAYY 4x240SE 0.6/1kV;0.00721947;100;LV5.337;7
LV5.337 Line 85;LV5.337 Bus 88_2;LV5.337 Bus 100_1;NAYY 4x240SE 0.6/1kV;0.00737032;100;LV5.337;7
LV5.337 Line 31;LV5.337 Bus 71_1;LV5.337 Bus 49_1;NAYY 4x240SE 0.6/1kV;0.00626899;100;LV5.337;7
LV5.337 Line 2;LV5.337 Bus 24_1;LV5.337 Bus 102_1;NAYY 4x240SE 0.6/1kV;0.00995493;100;LV5.337;7
LV5.337 Line 81;LV5.337 Bus 25_1;LV5.337 Bus 55_2;NAYY 4x240SE 0.6/1kV;0.0100396;100;LV5.337;7
LV5.337 Line 96;LV5.337 Bus 100_2;LV5.337 Bus 24_2;NAYY 4x240SE 0.6/1kV;0.0010841;100;LV5.337;7
LV5.337 Line 35;LV5.337 Bus 90_1;LV5.337 Bus 92_1;NAYY 4x240SE 0.6/1kV;0.0150703;100;LV5.337;7
LV5.337 Line 42;LV5.337 Bus 103_1;LV5.337 Bus 48_1;NAYY 4x240SE 0.6/1kV;0.00357726;100;LV5.337;7
LV5.337 Line 4;LV5.337 Bus 14_1;LV5.337 Bus 39_1;NAYY 4x240SE 0.6/1kV;0.0141339;100;LV5.337;7
LV5.337 Line 80;LV5.337 Bus 99_2;LV5.337 Bus 25_2;NAYY 4x240SE 0.6/1kV;0.0101988;100;LV5.337;7
LV5.337 Line 40;LV5.337 Bus 53_1;LV5.337 Bus 74_3;NAYY 4x240SE 0.6/1kV;0.036;100;LV5.337;7
LV5.337 Line 13;LV5.337 Bus 69_1;LV5.337 Bus 7_2;NAYY 4x240SE 0.6/1kV;0.00987733;100;LV5.337;7
LV5.337 Line 18;LV5.337 Bus 73_2;LV5.337 Bus 1_1;NAYY 4x240SE 0.6/1kV;0.0139169;100;LV5.337;7
LV5.337 Line 24;LV5.337 Bus 83_1;LV5.337 Bus 56_1;NAYY 4x240SE 0.6/1kV;0.0102233;100;LV5.337;7
LV5.337 Line 56;LV5.337 Bus 74_4;LV5.337 Bus 35_1;NAYY 4x240SE 0.6/1kV;0.039;100;LV5.337;7
LV5.337 Line 67;LV5.337 Bus 46_1;LV5.337 Bus 79_1;NAYY 4x240SE 0.6/1kV;0.0179092;100;LV5.337;7
LV5.337 Line 59;LV5.337 Bus 54_2;LV5.337 Bus 97_2;NAYY 4x240SE 0.6/1kV;0.00160952;100;LV5.337;7
LV5.337 Line 65;LV5.337 Bus 96_1;LV5.337 Bus 19_3;NAYY 4x240SE 0.6/1kV;0.019;100;LV5.337;7
LV5.337 Line 49;LV5.337 Bus 13_1;LV5.337 Bus 62_1;NAYY 4x240SE 0.6/1kV;0.018118;100;LV5.337;7
LV5.337 Line 20;LV5.337 Bus 87_1;LV5.337 Bus 8_2;NAYY 4x240SE 0.6/1kV;0.0182765;100;LV5.337;7
LV5.337 Line 98;LV5.337 Bus 26_1;LV5.337 Bus 75_1;NAYY 4x240SE 0.6/1kV;0.0144283;100;LV5.337;7
LV5.337 Line 43;LV5.337 Bus 49_2;LV5.337 Bus 106_1;NAYY 4x240SE 0.6/1kV;0.00839819;100;LV5.337;7
LV5.337 Line 62;LV5.337 Bus 95_1;LV5.337 Bus 27_2;NAYY 4x240SE 0.6/1kV;0.00124645;100;LV5.337;7
LV5.337 Line 86;LV5.337 Bus 22_1;LV5.337 Bus 28_1;NAYY 4x240SE 0.6/1kV;0.0190003;100;LV5.337;7
LV5.337 Line 63;LV5.337 Bus 10_2;LV5.337 Bus 86_1;NAYY 4x240SE 0.6/1kV;0.0149947;100;LV5.337;7
LV5.337 Line 97;LV5.337 Bus 106_2;LV5.337 Bus 57_2;NAYY 4x240SE 0.6/1kV;0.0032723;100;LV5.337;7
LV5.337 Line 76;LV5.337 Bus 15_2;LV5.337 Bus 3_1;NAYY 4x240SE 0.6/1kV;0.00185168;100;LV5.337;7
LV5.337 Line 15;LV5.337 Bus 72_3;LV5.337 Bus 45_1;NAYY 4x240SE 0.6/1kV;0.027677;100;LV5.337;7
LV5.337 Line 34;LV5.337 Bus 59_1;LV5.337 Bus 90_2;NAYY 4x240SE 0.6/1kV;0.0199334;100;LV5.337;7
LV5.337 Line 102;LV5.337 Bus 76_2;LV5.337 Bus 105_1;NAYY 4x240SE 0.6/1kV;0.0251089;100;LV5.337;7
LV5.337 Line 57;LV5.337 Bus 74_1;LV5.337 Bus 51_2;NAYY 4x240SE 0.6/1kV;0.0219657;100;LV5.337;7
LV5.337 Line 94;LV5.337 Bus 12_1;LV5.337 Bus 60_1;NAYY 4x240SE 0.6/1kV;0.00182131;100;LV5.337;7
LV5.337 Line 106;LV5.337 Bus 84_2;LV5.337 Bus 73_4;NAYY 4x240SE 0.6/1kV;0.0131451;100;LV5.337;7
LV5.337 Line 69;LV5.337 Bus 80_1;LV5.337 Bus 18_1;NAYY 4x240SE 0.6/1kV;0.0017759;100;LV5.337;7
LV5.337 Line 55;LV5.337 Bus 79_2;LV5.337 Bus 21_1;NAYY 4x240SE 0.6/1kV;0.0259846;100;LV5.337;7
LV5.337 Line 12;LV5.337 Bus 102_2;LV5.337 Bus 69_2;NAYY 4x240SE 0.6/1kV;0.00473835;100;LV5.337;7
LV5.337 Line 83;LV5.337 Bus 52_1;LV5.337 Bus 22_2;NAYY 4x240SE 0.6/1kV;0.00510961;100;LV5.337;7
LV5.337 Line 82;LV5.337 Bus 11_1;LV5.337 Bus 107_2;NAYY 4x240SE 0.6/1kV;0.00544392;100;LV5.337;7
LV5.337 Line 38;LV5.337 Bus 101_1;LV5.337 Bus 20_1;NAYY 4x240SE 0.6/1kV;0.00992653;100;LV5.337;7
LV5.337 Line 84;LV5.337 Bus 38_1;LV5.337 Bus 63_2;NAYY 4x240SE 0.6/1kV;0.0489789;100;LV5.337;7
LV5.337 Line 17;LV5.337 Bus 42_1;LV5.337 Bus 87_2;NAYY 4x240SE 0.6/1kV;0.00286133;100;LV5.337;7
LV5.337 Line 95;LV5.337 Bus 21_2;LV5.337 Bus 76_3;NAYY 4x240SE 0.6/1kV;0.0281251;100;LV5.337;7
LV5.337 Line 28;LV5.337 Bus 47_1;LV5.337 Bus 30_2;NAYY 4x240SE 0.6/1kV;0.0377768;100;LV5.337;7
LV5.337 Line 70;LV5.337 Bus 64_2;LV5.337 Bus 96_2;NAYY 4x240SE 0.6/1kV;0.00263875;100;LV5.337;7
LV5.337 Line 91;LV5.337 Bus 2_2;LV5.337 Bus 46_2;NAYY 4x240SE 0.6/1kV;0.0220129;100;LV5.337;7
LV5.337 Line 14;LV5.337 Bus 89_1;LV5.337 Bus 29_2;NAYY 4x240SE 0.6/1kV;0.045296;100;LV5.337;7
LV5.337 Line 90;LV5.337 Bus 6_2;LV5.337 Bus 93_1;NAYY 4x240SE 0.6/1kV;0.00167204;100;LV5.337;7
LV5.337 Line 6;LV5.337 Bus 75_2;LV5.337 Bus 58_1;NAYY 4x240SE 0.6/1kV;0.0050064;100;LV5.337;7
LV5.337 Line 104;LV5.337 Bus 105_2;LV5.337 Bus 52_2;NAYY 4x240SE 0.6/1kV;0.00221503;100;LV5.337;7
LV5.337 Line 16;LV5.337 Bus 58_2;LV5.337 Bus 42_2;NAYY 4x240SE 0.6/1kV;0.0164234;100;LV5.337;7
LV5.337 Line 23;LV5.337 Bus 5_1;LV5.337 Bus 68_1;NAYY 4x240SE 0.6/1kV;0.00488535;100;LV5.337;7
LV5.337 Line 29;LV5.337 Bus 85_2;LV5.337 Bus 82_1;NAYY 4x240SE 0.6/1kV;0.0204277;100;LV5.337;7
LV5.337 Line 27;LV5.337 Bus 68_2;LV5.337 Bus 83_2;NAYY 4x240SE 0.6/1kV;0.0161277;100;LV5.337;7
LV5.337 Line 41;LV5.337 Bus 31_1;LV5.337 Bus 53_2;NAYY 4x240SE 0.6/1kV;0.00828244;100;LV5.337;7
LV5.337 Line 25;LV5.337 Bus 56_2;LV5.337 Bus 38_2;NAYY 4x240SE 0.6/1kV;0.0124821;100;LV5.337;7
LV5.337 Line 100;LV5.337 Bus 9_2;LV5.337 Bus 50_2;NAYY 4x240SE 0.6/1kV;0.0129061;100;LV5.337;7
LV5.337 Line 30;LV5.337 Bus 48_2;LV5.337 Bus 31_2;NAYY 4x240SE 0.6/1kV;0.00820054;100;LV5.337;7
LV5.337 Line 22;LV5.337 Bus 81_2;LV5.337 Bus 5_2;NAYY 4x240SE 0.6/1kV;0.0102382;100;LV5.337;7
LV5.337 Line 32;LV5.337 Bus 82_2;LV5.337 Bus 40_1;NAYY 4x240SE 0.6/1kV;0.0188563;100;LV5.337;7
LV5.337 Line 11;LV5.337 Bus 1_2;LV5.337 Bus 26_2;NAYY 4x240SE 0.6/1kV;0.00557129;100;LV5.337;7
LV5.337 Line 77;LV5.337 Bus 3_2;LV5.337 Bus 91_1;NAYY 4x240SE 0.6/1kV;0.00232237;100;LV5.337;7
LV5.337 Line 92;LV5.337 Bus 93_2;LV5.337 Bus 11_2;NAYY 4x240SE 0.6/1kV;0.0149219;100;LV5.337;7
LV5.337 Line 33;LV5.337 Bus 40_2;LV5.337 Bus 59_2;NAYY 4x240SE 0.6/1kV;0.0217875;100;LV5.337;7
LV5.337 Line 93;LV5.337 Bus 86_2;LV5.337 Bus 12_2;NAYY 4x240SE 0.6/1kV;0.0043578;100;LV5.337;7
LV5.337 Line 68;LV5.337 Bus 17_1;LV5.337 Bus 19_4;NAYY 4x240SE 0.6/1kV;0.037;100;LV5.337;7
LV5.337 Line 73;LV5.337 Bus 67_1;LV5.337 Bus 77_2;NAYY 4x240SE 0.6/1kV;0.0287121;100;LV5.337;7
LV5.337 Line 47;LV5.337 Bus 19_2;LV5.337 Bus 13_2;NAYY 4x240SE 0.6/1kV;0.0181601;100;LV5.337;7
LV5.337 Line 46;LV5.337 Bus 36_2;LV5.337 Bus 65_1;NAYY 4x240SE 0.6/1kV;0.00683612;100;LV5.337;7
LV5.337 Line 87;LV5.337 Bus 28_2;LV5.337 Bus 71_2;NAYY 4x240SE 0.6/1kV;0.00654022;100;LV5.337;7
LV5.337 Line 66;LV5.337 Bus 18_2;LV5.337 Bus 17_2;NAYY 4x240SE 0.6/1kV;0.00791441;100;LV5.337;7
LV5.337 Line 3;LV5.337 Bus 73_5;LV5.337 Bus 14_2;NAYY 4x240SE 0.6/1kV;0.030304;100;LV5.337;7
LV5.337 Line 36;LV5.337 Bus 92_2;LV5.337 Bus 101_2;NAYY 4x240SE 0.6/1kV;0.010188;100;LV5.337;7
LV5.337 Line 75;LV5.337 Bus 91_2;LV5.337 Bus 77_3;NAYY 4x240SE 0.6/1kV;0.0109137;100;LV5.337;7
LV5.337 Line 50;LV5.337 Bus 77_4;LV5.337 Bus 44_2;NAYY 4x240SE 0.6/1kV;0.0101795;100;LV5.337;7
LV5.337 Line 5;LV5.337 Bus 39_2;LV5.337 Bus 66_1;NAYY 4x240SE 0.6/1kV;0.0143698;100;LV5.337;7
LV5.337 Line 54;LV5.337 Bus 34_2;LV5.337 Bus 74_2;NAYY 4x240SE 0.6/1kV;0.0173762;100;LV5.337;7
LV5.337 Line 58;LV5.337 Bus 61_2;LV5.337 Bus 95_2;NAYY 4x240SE 0.6/1kV;0.0036937;100;LV5.337;7
LV5.337 Line 107;LV5.337 Bus 73_3;LV5.337 Bus 111_1;NAYY 4x240SE 0.6/1kV;0.04;100;LV5.337;7
LV5.337 Line 108;LV5.337 Bus 47_2;LV5.337 Bus 108_1;NAYY 4x240SE 0.6/1kV;0.033;100;LV5.337;7
LV5.337 Line 109;LV5.337 Bus 108_2;LV5.337 Bus 109_1;NAYY 4x240SE 0.6/1kV;0.027;100;LV5.337;7
LV5.337 Line 110;LV5.337 Bus 109_2;LV5.337 Bus 110_1;NAYY 4x240SE 0.6/1kV;0.041;100;LV5.337;7
LV5.337 Line 111;LV5.337 Bus 110_2;LV5.337 Bus 112_1;NAYY 4x240SE 0.6/1kV;0.031;100;LV5.337;7
LV5.337 Line 112;LV5.337 Bus 112_2;LV5.337 Bus 113_1;NAYY 4x240SE 0.6/1kV;0.028;100;LV5.337;7
LV5.338 Line 101;LV5.338 Bus 50_1;LV5.338 Bus 33_1;NAYY 4x240SE 0.6/1kV;0.0153312;100;LV5.338;7
LV5.338 Line 99;LV5.338 Bus 57_1;LV5.338 Bus 9_1;NAYY 4x240SE 0.6/1kV;0.0157523;100;LV5.338;7
LV5.338 Line 79;LV5.338 Bus 72_1;LV5.338 Bus 2_1;NAYY 4x240SE 0.6/1kV;0.0338129;100;LV5.338;7
LV5.338 Line 72;LV5.338 Bus 98_1;LV5.338 Bus 64_1;NAYY 4x240SE 0.6/1kV;0.00189914;100;LV5.338;7
LV5.338 Line 78;LV5.338 Bus 29_1;LV5.338 Bus 99_1;NAYY 4x240SE 0.6/1kV;0.00156586;100;LV5.338;7
LV5.338 Line 9;LV5.338 Bus 7_1;LV5.338 Bus 4_1;NAYY 4x240SE 0.6/1kV;0.00439896;100;LV5.338;7
LV5.338 Line 45;LV5.338 Bus 37_1;LV5.338 Bus 36_1;NAYY 4x240SE 0.6/1kV;0.00223482;100;LV5.338;7
LV5.338 Line 74;LV5.338 Bus 94_1;LV5.338 Bus 88_1;NAYY 4x240SE 0.6/1kV;0.00421724;100;LV5.338;7
LV5.338 Line 19;LV5.338 Bus 32_1;LV5.338 Bus 16_1;NAYY 4x240SE 0.6/1kV;0.0115943;100;LV5.338;7
LV5.338 Line 10;LV5.338 Bus 63_1;LV5.338 Bus 85_1;NAYY 4x240SE 0.6/1kV;0.0344866;100;LV5.338;7
LV5.338 Line 64;LV5.338 Bus 27_1;LV5.338 Bus 54_1;NAYY 4x240SE 0.6/1kV;0.00314803;100;LV5.338;7
LV5.338 Line 8;LV5.338 Bus 70_1;LV5.338 Bus 72_2;NAYY 4x240SE 0.6/1kV;0.0228449;100;LV5.338;7
LV5.338 Line 103;LV5.338 Bus 33_2;LV5.338 Bus 32_2;NAYY 4x240SE 0.6/1kV;0.011354;100;LV5.338;7
LV5.338 Line 88;LV5.338 Bus 76_1;LV5.338 Bus 104_1;NAYY 4x240SE 0.6/1kV;0.0185855;100;LV5.338;7
LV5.338 Line 26;LV5.338 Bus 51_1;LV5.338 Bus 73_7;NAYY 4x240SE 0.6/1kV;0.098;100;LV5.338;7
LV5.338 Line 61;LV5.338 Bus 97_1;LV5.338 Bus 34_1;NAYY 4x240SE 0.6/1kV;0.014766;100;LV5.338;7
LV5.338 Line 53;LV5.338 Bus 77_1;LV5.338 Bus 37_2;NAYY 4x240SE 0.6/1kV;0.0337731;100;LV5.338;7
LV5.338 Line 52;LV5.338 Bus 107_1;LV5.338 Bus 10_1;NAYY 4x240SE 0.6/1kV;0.00980013;100;LV5.338;7
LV5.338 Line 21;LV5.338 Bus 8_1;LV5.338 Bus 81_1;NAYY 4x240SE 0.6/1kV;0.00282037;100;LV5.338;7
LV5.338 Line 7;LV5.338 Bus 4_2;LV5.338 Bus 70_2;NAYY 4x240SE 0.6/1kV;0.0333523;100;LV5.338;7
LV5.338 Line 71;LV5.338 Bus 23_1;LV5.338 Bus 98_2;NAYY 4x240SE 0.6/1kV;0.00648856;100;LV5.338;7
LV5.338 Line 44;LV5.338 Bus 55_1;LV5.338 Bus 15_1;NAYY 4x240SE 0.6/1kV;0.00743191;100;LV5.338;7
LV5.338 Line 51;LV5.338 Bus 44_1;LV5.338 Bus 23_2;NAYY 4x240SE 0.6/1kV;0.0182324;100;LV5.338;7
LV5.338 Line 48;LV5.338 Bus 19_1;LV5.338 Bus 61_1;NAYY 4x240SE 0.6/1kV;0.0118531;100;LV5.338;7
LV5.338 Line 89;LV5.338 Bus 104_2;LV5.338 Bus 6_1;NAYY 4x240SE 0.6/1kV;0.0111411;100;LV5.338;7
LV5.338 Line 39;LV5.338 Bus 30_1;LV5.338 Bus 73_6;NAYY 4x240SE 0.6/1kV;0.09;100;LV5.338;7
